,fall,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring
2680,0,2.363636364,2.363636364,1.8,1.8,1.7,1.818181818,1.818181818,1.818181818,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962,1.509433962
2969,0,1.529411765,1.6,1.46875,1.46875,1.326086957,1.326086957,1.413793103,1.413793103,1.771428571,1.771428571,2.084337349,2.084337349,2.084337349,2.084337349,2.084337349,2.084337349,2.084337349,2.084337349,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775,2.156179775
1579,0,0,0,2.666666667,2.666666667,2.222222222,2.222222222,2.219512195,2.219512195,1.963636364,1.963636364,2.059701493,2.059701493,2.074074074,2.074074074,2.21875,2.21875,2.154054054,2.154054054,2.238095238,2.238095238,2.178417266,2.178417266,2.178417266,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648
7927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,0,0,0,3.666666667,3.666666667,2.833333333,2.833333333,2.5,2.5,2.627118644,2.627118644,2.792207792,2.792207792,2.76344086,2.76344086,2.733027523,2.766964286,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047,2.723622047
8334,0,0,0,2.133333333,2.133333333,2.392857143,2.392857143,2.119047619,2.119047619,2.086206897,2.086206897,2.189189189,2.189189189,2.272727273,2.272727273,2.27,2.27,2.315652174,2.315652174,2.259375,2.259375,2.334965035,2.334965035,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722,2.373417722
4624,0,2.933333333,2.933333333,2.806451613,2.806451613,2.693877551,2.693877551,2.774193548,2.774193548,2.6375,2.6375,2.583333333,2.583333333,2.5,2.5,2.45511811,2.45511811,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462,2.451538462
6955,0,3.785714286,3.785714286,3.571428571,3.571428571,3.390243902,3.390243902,3.41509434,3.41509434,3.439393939,3.439393939,3.525641026,3.525641026,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524,3.523809524
9438,0,0,0,1.789473684,1.789473684,1.857142857,1.857142857,1.78,1.78,1.629032258,1.629032258,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027,1.527027027
4020,0,0,0,1.6,1.6,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129,1.064516129
4104,0,2.75,2.75,2.40625,2.40625,2.595744681,2.595744681,2.3,2.3,2.181818182,2.181818182,2.359550562,2.359550562,2.509803922,2.509803922,2.54954955,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625,2.5625
3092,0,0,0,2.833333333,2.833333333,2.75,2.75,2.407407407,2.407407407,2.407407407,2.407407407,2.492753623,2.492753623,2.476744186,2.476744186,2.336538462,2.336538462,2.440495868,2.440495868,2.47826087,2.47826087,2.460897436,2.460897436,2.567816092,2.567816092,2.636021505,2.636021505,2.636021505,2.636021505,2.666145833,2.666145833,2.769856459,2.769856459,2.849557522,2.849557522,2.849557522,2.849557522,2.849557522,2.849557522,2.90373444,2.90373444,2.952156863,2.952156863,2.999283154,2.999283154,2.999283154
4135,0,0,0,2.428571429,2.428571429,2.620689655,2.620689655,2.266666667,2.266666667,2.3,2.3,2.479452055,2.479452055,2.568181818,2.568181818,2.57962963,2.57962963,2.513821138,2.513821138,2.530882353,2.562589928,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568,2.568
1078,0,0,0,3.571428571,3.571428571,3.518518519,3.518518519,3.325581395,3.325581395,3.2,3.2,3.176470588,3.176470588,3.1875,3.1875,3.149462366,3.149462366,3.22952381,3.22952381,3.202542373,3.202542373,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935
1313,0,0,0,3.428571429,3.428571429,3.259259259,3.259259259,3.069767442,3.069767442,3,3,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881,2.955223881
9757,0,0,0,1,1,1.6,1.6,1.697674419,1.765957447,1.766666667,1.825396825,1.935064935,1.935064935,1.815217391,1.815217391,1.860747664,1.860747664,1.943089431,1.943089431,1.943089431,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111,1.961111111
9955,0,3.230769231,3.1875,3.290322581,3.290322581,3,3.06122449,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968,2.968253968
9958,0,4,4,3.347826087,3.192307692,3.195121951,3.181818182,3.122807018,3.122807018,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12
8631,0,2.2,2.2,2.555555556,2.555555556,2.555555556,2.555555556,2.642857143,2.642857143,2.777777778,2.777777778,2.848484848,2.848484848,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795,2.794871795
5654,0,3.25,3.25,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522,3.086956522
9277,0,2.5,2.5,2.363636364,2.5,2.470588235,2.470588235,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375,2.484375
1978,0,4,4,3.625,3.625,3.384615385,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857,3.357142857
1740,0,2.5,2.5,2.333333333,2.333333333,2.365853659,2.365853659,2.267857143,2.267857143,2.253521127,2.253521127,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047,2.244186047
8670,0,1.4,1.4,1.9,1.9,1.857142857,1.857142857,1.894736842,1.894736842,1.782608696,1.597402597,1.547368421,1.547368421,1.373831776,1.373831776,1.373831776,1.373831776,1.390909091,1.390909091,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393,1.559016393
992,0,1.785714286,1.785714286,1.769230769,1.769230769,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714,1.914285714
6036,0,2,2,2.44,2.44,2.5,2.5,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308,2.557692308
1253,0,3.235294118,3.235294118,3.125,3.125,3.090909091,3.183673469,3.147540984,3.147540984,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671,3.123287671
1087,0,2.307692308,2.307692308,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333,2.583333333
4534,0,3.769230769,3.8125,3.689655172,3.689655172,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419,3.697674419
3421,0,3.230769231,3.230769231,3.269230769,3.269230769,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439,3.243902439
8091,0,1.5,1.5,1.565217391,1.565217391,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333,1.833333333
331,0,2.615384615,2.615384615,2.961538462,2.961538462,2.578947368,2.578947368,2.588235294,2.555555556,2.454545455,2.454545455,2.454545455,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087,2.47826087
1015,0,3.8125,3.8125,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
9486,0,3.25,3.25,3.03030303,3.03030303,3.081632653,3.081632653,3.081632653,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385,3.134615385
6714,0,2.466666667,2.466666667,2.896551724,2.896551724,3.155555556,3.155555556,3.180327869,3.180327869,3.194805195,3.225,3.15625,3.15625,3.054054054,3.054054054,3.051219512,3.051219512,3.051824818,2.883448276,2.805660377,2.805660377,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852,2.798224852
1436,0,0,0,3.444444444,3.444444444,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235,3.470588235
7370,0,1.6,1.6,2.166666667,2.166666667,1.405405405,1.405405405,1.405405405,1.6,1.773584906,1.773584906,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459,1.868852459
5611,0,0,0,1.933333333,1.933333333,2,2,1.777777778,1.777777778,1.983870968,1.983870968,1.92,1.92,2,2,2.053773585,2.053773585,2.077876106,2.077876106,2.061111111,2.061111111,2.062411348,2.062411348,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471,2.050318471
9330,0,0,0,3.352941176,3.352941176,3.242424242,3.242424242,3.1,3.1,3.119402985,3.119402985,3.108433735,3.108433735,3.131313131,3.131313131,3.211403509,3.211403509,3.188721805,3.188721805,3.175675676,3.175675676,3.17791411,3.17791411,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429,3.148571429
5891,0,3.214285714,3.214285714,2.5,2.5,2.276595745,2.276595745,2.46875,2.46875,2.341772152,2.341772152,2.319148936,2.319148936,2.254716981,2.254716981,2.317355372,2.317355372,2.27518797,2.27518797,2.3,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027,2.32027027
6730,0,0,0,1.285714286,1.285714286,1.964285714,1.964285714,1.707317073,1.707317073,1.814814815,1.814814815,1.955882353,1.955882353,2.139534884,2.139534884,2.118811881,2.118811881,2.196551724,2.196551724,2.306716418,2.306716418,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067,2.376510067
8169,0,0,0,1.6,1.6,2.133333333,2.133333333,2.047619048,2.047619048,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909,2.109090909
452,0,0,0,1.5,1.5,1.785714286,1.785714286,1.534883721,1.534883721,1.672727273,1.672727273,1.571428571,1.571428571,1.707317073,1.707317073,1.725263158,1.725263158,1.712962963,1.712962963,1.691666667,1.691666667,1.736,1.736,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657,1.693430657
2405,0,0,0,1.944444444,1.944444444,2.242424242,2.242424242,2.22,2.22,2.446153846,2.446153846,2.481012658,2.481012658,2.447916667,2.447916667,2.54537037,2.54537037,2.490833333,2.490833333,2.513970588,2.513970588,2.527027027,2.527027027,2.427950311,2.427950311,2.417964072,2.417964072,2.334104046,2.334104046,2.334104046,2.334104046,2.373184358,2.373184358,2.373184358,2.373184358,2.373184358,2.373184358,2.373184358,2.373184358,2.373184358,2.373184358,2.373184358,2.373184358,2.373184358,2.373184358,2.373184358
7389,0,0,0,2.066666667,2.066666667,1.777777778,1.777777778,1.8,1.8,1.634615385,1.634615385,1.833333333,1.833333333,1.975609756,1.975609756,1.961052632,1.961052632,1.874774775,1.874774775,1.913821138,1.913821138,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058,1.96884058
2046,0,0,0,0.8125,0.8125,1.066666667,1.066666667,1.255813953,1.255813953,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474
6052,0,0,0,2.8125,2.8125,2.696969697,2.696969697,2.489361702,2.489361702,2.015625,2.015625,2.210526316,2.210526316,2.284090909,2.284090909,2.301,2.301,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571,2.440178571
6185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,0,0,0,2,2,2.107142857,2.107142857,2.093023256,2.093023256,1.810344828,1.96875,2.061728395,2.061728395,1.948979592,1.948979592,1.801724138,1.831932773,1.626865672,1.626865672,1.626865672,1.626865672,1.626865672,1.626865672,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857,1.557142857
9710,0,0,0,3,3,3.0625,3.0625,2.895833333,2.895833333,2.969230769,2.969230769,2.901234568,2.901234568,2.947916667,2.949494949,2.957391304,2.957391304,3.038931298,3.038931298,3.072857143,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692,3.092307692
7240,0,0,0,3.933333333,3.933333333,3.333333333,3.333333333,3.085106383,3.085106383,2.870967742,2.870967742,2.858974359,2.858974359,2.787234043,2.787234043,2.808256881,2.808256881,2.808333333,2.808333333,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165,2.886466165
9379,0,0,0,2.153846154,2.153846154,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148,2.148148148
9234,0,0,0,1.4,1.4,1.625,1.625,1.58974359,1.58974359,1.770833333,1.770833333,1.709677419,1.709677419,1.786666667,1.786666667,1.841111111,1.841111111,1.8,1.8,1.936752137,1.936752137,1.965384615,1.965384615,2.004316547,2.004316547,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629,2.051655629
6051,0,0,0,4,4,4,4,3.764705882,3.764705882,3.579710145,3.579710145,3.542168675,3.542168675,3.504950495,3.504950495,3.472649573,3.472649573,3.536090226,3.536090226,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315,3.556849315
