id,prev term number,current term number,prev GPA,current GPA
1351,860,870,2.5625,2.52
2781,830,840,2.8,2.75
2782,740,750,1.6,1.230769231
5947,800,810,2.333333333,3.0
4001,780,800,3.25,3.375
922,740,750,3.75,3.4
9540,750,770,2.9375,2.6
1358,750,770,3.0,2.5
5780,810,830,2.0,3.0
1500,800,810,3.0,3.5
4117,750,770,2.153846154,2.6
7288,750,770,1.428571429,2.166666667
6395,890,930,2.5272727269999997,1.7
8136,800,810,2.8,2.0
6455,780,800,2.5,1.2
5106,810,840,2.785714286,3.4
1553,780,800,3.0,3.0
9470,830,840,2.538461538,2.4
6870,840,860,3.25,2.469230769
2746,770,780,3.0,2.666666667
4629,800,810,1.6666666669999999,1.1875
3293,860,870,3.7,4.0
8134,750,770,1.75,2.692307692
1596,830,840,2.352941176,3.1875
9792,750,770,2.833333333,2.375
6477,800,810,2.666666667,3.214285714
4074,750,770,3.6,3.25
10209,750,770,4.0,3.8
7792,770,780,1.375,0.307692308
1653,750,770,3.5625,3.785714286
10469,840,890,4.0,2.3
8163,770,780,3.0,2.8
9839,780,800,1.294117647,2.214285714
10310,750,770,2.5,1.2
10373,770,780,1.384615385,2.176470588
5887,800,810,4.0,3.8
10419,810,830,2.2,2.2
1251,770,780,3.785714286,3.333333333
7803,770,780,1.928571429,0.75
5740,900,930,3.5125,3.7
4886,840,860,3.166666667,2.6
5694,750,770,2.5,3.6875
8884,890,900,3.688888889,3.058333333
10529,750,770,2.4,2.538461538
1196,770,780,3.235294118,3.25
6456,750,770,2.461538462,1.8666666669999998
5411,750,770,3.076923077,3.714285714
2945,830,840,3.0,3.666666667
7626,750,770,2.8,3.5
589,770,780,2.6,3.0
4306,800,810,2.823529412,1.857142857
6118,780,800,3.6,3.8
7863,770,780,0.7692307690000001,1.5
7586,750,770,2.642857143,2.8461538460000004
6307,750,770,2.625,3.0
7437,900,920,3.0,3.0
675,800,810,3.470588235,2.357142857
9905,770,780,3.571428571,2.076923077
10047,780,800,2.153846154,1.0
1602,860,870,1.333333333,0.7666666670000001
2680,770,780,1.357142857,1.533333333
2969,770,780,1.25,1.0
1579,830,840,2.5,2.142857143
1533,800,810,1.785714286,3.0
8334,800,810,1.571428571,2.0
4624,800,810,3.076923077,2.166666667
6955,770,780,3.357142857,3.0
9438,800,810,1.6,1.0
4020,770,780,1.6,0.5625
4104,750,770,2.75,2.0625
3092,930,960,3.625,3.6
4135,830,840,3.307692308,3.0
1078,860,870,2.915384615,3.85
1313,800,810,2.75,2.75
9757,860,870,2.14,2.49375
9955,750,770,3.230769231,3.4
9958,750,770,4.0,3.0625
8631,770,800,3.0,2.8
5654,750,770,3.25,2.9090909089999997
9277,770,780,2.2,2.4
1978,770,780,3.25,3.0
1740,810,830,2.2,2.2
8670,770,780,2.4,1.75
992,750,770,1.785714286,1.75
6036,770,780,2.8461538460000004,2.6
1253,780,800,3.0,3.0
1087,750,770,2.307692308,2.9090909089999997
4534,750,770,3.769230769,3.538461538
3421,750,770,3.230769231,3.307692308
8091,770,780,1.636363636,2.307692308
331,770,780,3.307692308,1.75
1015,750,770,3.8125,4.0
9486,770,780,2.823529412,3.1875
6714,770,780,3.357142857,3.625
1436,770,780,3.4444444439999997,3.5
7370,770,810,2.5714285709999998,2.307692308
5611,840,860,2.5,2.3
9330,780,800,3.125,2.823529412
5891,870,890,1.85,2.575
6730,830,840,2.5,2.833333333
8169,780,800,2.666666667,1.8333333330000001
452,770,780,1.5,2.0714285709999998
2405,810,830,3.2,2.642857143
7389,870,890,1.3625,2.275
2046,780,800,1.357142857,1.692307692
6052,780,800,2.588235294,2.0
1391,830,840,2.411764706,1.411764706
9710,840,860,3.2,3.00625
7240,800,810,2.647058824,2.2
9379,770,780,2.153846154,2.142857143
9234,830,840,1.5,2.153846154
6051,810,830,3.0555555560000003,3.357142857
2346,870,890,3.25,3.170588235
8305,830,840,1.75,1.75
812,830,840,2.611111111,3.5
2171,810,830,2.823529412,1.733333333
6788,840,860,1.8,1.417647059
6964,800,810,3.428571429,3.538461538
9361,800,810,1.375,1.117647059
1114,830,840,2.0,2.125
9411,750,770,1.0,1.75
6449,770,780,2.153846154,3.0
3921,750,770,3.0,3.0
3461,810,830,3.470588235,3.4
9594,830,840,2.076923077,1.769230769
8633,780,800,2.375,1.6
298,930,950,2.630769231,4.0
1075,780,800,1.0,1.5
4712,830,840,2.75,2.142857143
7585,860,870,2.45,2.7166666669999997
8322,780,800,2.866666667,2.357142857
7128,830,860,0.363636364,2.54
1891,830,840,1.529411765,2.4
1455,780,800,2.4,1.294117647
8333,840,860,2.9375,3.7
101,860,870,2.0764705880000003,1.1
3852,750,770,3.0,3.0
10420,750,770,2.75,2.066666667
3714,810,830,2.142857143,2.5714285709999998
472,830,840,3.2,3.357142857
8444,810,830,2.8,0.25
3816,750,770,2.5714285709999998,3.0
2326,770,780,3.0,2.0
1633,810,830,3.6,3.277777778
3760,800,810,2.6,3.0
8502,750,770,2.2,3.0625
9263,750,770,3.0,3.0
6943,770,780,2.615384615,2.75
5676,900,920,2.344444444,2.605882353
9536,780,800,2.470588235,1.076923077
2622,750,770,1.5,0.666666667
2824,800,810,3.0,3.75
725,800,810,2.769230769,2.2
5621,750,770,2.928571429,3.1875
1874,770,780,2.176470588,1.705882353
8706,800,810,3.4,3.714285714
3926,750,770,3.166666667,3.454545455
425,770,780,2.75,2.5625
1503,800,810,2.2,2.0
4788,770,780,1.5,2.529411765
656,780,800,1.384615385,2.666666667
3217,770,780,2.636363636,3.0
4840,780,800,4.0,3.5
8290,750,770,3.470588235,3.307692308
10472,770,780,1.6,2.0
8961,780,810,2.75,2.5
5810,750,770,3.75,3.6363636360000005
8298,750,770,2.0,2.0
231,770,780,2.076923077,3.5
7142,770,780,2.75,3.375
6197,860,870,1.684615385,2.925
6382,750,770,2.066666667,3.0
10233,750,770,2.823529412,3.6
8857,750,770,3.3125,3.111111111
4418,810,830,2.75,3.25
9789,870,890,2.14,3.0
3752,890,900,2.6894736839999998,2.652941176
2568,780,800,3.538461538,3.083333333
6463,900,920,2.328571429,2.86875
5677,870,890,3.2125,3.4
4278,840,860,1.6875,3.0
9539,780,830,1.153846154,1.75
8045,840,870,1.6666666669999999,1.636363636
9408,890,900,2.9411764710000003,3.123529412
9268,840,860,2.75,0.8538461540000001
537,750,770,1.333333333,3.5
5613,830,840,0.75,1.75
6811,780,920,3.375,2.641666667
68,810,830,1.9230769230000002,1.5
4045,840,860,2.25,1.8166666669999998
7158,780,800,2.647058824,1.8181818180000002
7295,770,780,2.357142857,2.5714285709999998
4318,770,780,0.083333333,0.428571429
10339,780,800,2.625,2.375
9598,780,800,2.0714285709999998,1.357142857
700,770,780,1.6666666669999999,3.25
4333,830,840,3.4,3.8
1623,770,780,2.636363636,0.642857143
9309,840,860,3.1875,3.65
2816,770,780,3.066666667,1.8666666669999998
7840,830,840,2.4,3.333333333
4757,810,830,2.2,1.769230769
5435,890,900,3.13125,3.5
5526,770,780,2.5,0.333333333
153,870,890,3.553846154,3.3923076919999997
3947,840,860,3.666666667,3.733333333
6336,830,840,3.833333333,4.0
3213,870,890,2.8125,3.3625
49,870,890,3.92173913,3.325
5370,860,870,2.461538462,2.846666667
10016,770,780,3.5333333330000003,3.65
836,770,780,0.9090909090000001,0.428571429
7134,770,780,1.2,1.8333333330000001
8966,770,800,2.363636364,0.363636364
8700,890,900,3.04375,3.126315789
5685,870,890,2.1875,2.264285714
2802,770,780,0.41666666700000005,3.75
2797,830,840,2.764705882,2.25
2823,770,780,1.5833333330000001,1.142857143
5223,770,780,1.875,0.083333333
2694,890,900,3.3375,3.5
1904,770,780,2.882352941,2.8
3052,860,870,3.2,3.46
721,860,870,2.94,3.02
9644,750,770,2.166666667,4.0
6117,750,780,1.6,1.166666667
5190,750,780,2.923076923,3.3636363639999995
9554,800,810,3.333333333,2.5
7599,750,860,3.1818181819999998,4.0
1679,780,800,3.0,2.0
9689,830,860,1.785714286,2.6
2367,810,830,2.166666667,3.142857143
3274,800,810,2.764705882,3.2
10467,860,870,3.166666667,2.69375
4483,860,870,2.433333333,1.46
1238,830,840,3.75,2.4
5568,800,810,3.5,2.833333333
3642,800,810,3.0,3.2
4116,890,900,2.1615384619999998,3.453846154
8308,800,810,1.133333333,2.235294118
5154,860,870,4.0,2.0
3692,860,890,2.75,2.461538462
2828,860,870,3.605555556,3.46
5142,810,830,2.875,3.4
1514,800,810,2.5333333330000003,2.375
3912,860,870,4.0,3.60625
8605,800,810,2.3125,2.923076923
7999,870,900,2.35,3.14
1199,860,870,2.229411765,2.976923077
8727,800,810,3.611111111,3.2941176469999998
1901,800,810,2.1875,2.0714285709999998
2255,960,980,1.766666667,2.566666667
733,800,810,3.285714286,3.2
4831,830,840,2.9444444439999997,3.066666667
875,830,840,1.75,2.8
10368,830,840,2.875,1.857142857
6942,860,870,3.62,3.66
291,870,900,3.425,3.6
3801,800,810,3.4375,3.133333333
3696,900,920,0.857142857,1.575
9389,860,870,1.376470588,2.0
1051,830,840,1.285714286,1.5
3313,950,960,2.075,2.082352941
8344,810,860,3.333333333,1.428571429
10105,830,840,1.8333333330000001,2.6
6020,860,870,3.433333333,2.733333333
10673,800,810,2.933333333,2.714285714
1235,780,800,2.266666667,1.571428571
1832,920,930,2.425,2.375
1234,800,810,2.8,2.235294118
2743,800,810,3.5,3.5333333330000003
9401,870,890,3.94,4.0
6765,860,870,2.39375,1.95625
2922,810,830,1.8,0.307692308
6130,840,860,2.526315789,2.775
7341,810,890,1.428571429,3.25
3605,840,860,2.928571429,3.94375
8315,840,860,3.0,2.40625
9352,830,840,1.083333333,3.166666667
869,800,810,2.625,1.9375
3100,860,870,3.4,4.0
1833,810,830,2.058823529,1.9230769230000002
6009,800,810,3.0625,2.4
7411,800,810,3.066666667,2.214285714
6822,830,840,2.25,2.153846154
8406,900,920,2.38125,2.521052632
8098,840,860,3.4375,3.66
5173,840,860,2.75,0.675
7801,840,860,3.357142857,4.0
7441,920,930,2.616666667,2.627272727
1593,800,810,2.444444444,2.0
5215,900,920,0.23076923100000002,1.5
4013,900,920,3.49375,1.6666666669999999
9834,860,870,2.5,2.34
7798,920,930,2.525,2.647058824
5077,870,890,2.66,2.36875
9358,840,860,1.9333333330000002,2.2
4992,890,900,2.0764705880000003,3.230769231
10649,830,840,3.2,3.0588235289999997
9370,890,900,3.94,3.930769231
9170,870,890,3.247058824,3.3
654,800,810,4.0,4.0
6437,800,810,2.0625,2.714285714
5469,800,810,3.272727273,2.75
4648,800,810,2.125,2.076923077
8771,870,890,3.8058823530000003,3.8125
10369,840,860,1.615384615,1.5
619,860,870,3.88,3.575
4017,900,920,3.164705882,2.166666667
1614,890,900,3.2538461539999997,3.433333333
3075,810,830,1.785714286,0.4
6496,830,840,1.5,3.214285714
6676,870,890,2.45,2.164285714
2334,800,810,1.5,1.625
9342,890,900,2.55,2.92
6139,890,900,2.471428571,2.384615385
6940,830,840,2.7,2.4
10307,900,920,3.3636363639999995,3.263636364
5977,800,810,1.8666666669999998,2.785714286
2158,800,810,1.8181818180000002,2.8181818180000002
7334,830,840,2.5,1.846153846
3157,840,860,4.0,3.784615385
679,830,840,2.8461538460000004,1.6666666669999999
515,840,860,2.866666667,2.6
713,810,830,2.3125,2.866666667
8818,800,810,3.2,3.3636363639999995
2474,890,900,4.0,4.0
8485,800,810,2.636363636,4.0
8519,830,840,2.0,1.6
6147,890,900,1.841666667,2.958333333
8293,830,840,3.2,2.8
8063,830,840,3.8,2.5
862,830,840,3.25,3.333333333
2527,870,890,3.00625,3.06875
970,860,870,1.7,2.6
5372,830,840,2.25,0.25
8542,860,870,2.707692308,2.48
10594,840,860,2.666666667,2.7166666669999997
3833,920,930,2.5625,3.138461538
9750,870,890,2.9588235289999996,3.6357142860000002
3321,840,860,3.642857143,1.9
645,830,840,3.461538462,3.75
10062,840,860,2.5,2.925
9191,830,840,2.75,2.5
3026,830,840,2.083333333,1.0
10188,830,840,4.0,3.5
8014,960,980,3.85,3.0
6322,830,840,1.5,1.75
8964,890,900,3.833333333,3.325
698,900,920,2.8875,3.4375
7202,830,840,3.307692308,3.2
4703,870,890,3.372727273,3.2058823530000002
6976,900,920,3.10625,3.105263158
1345,920,930,3.925,4.0
7948,890,900,2.45,1.84375
7958,840,860,3.230769231,3.06
7987,950,960,2.675,2.425
2780,830,840,2.823529412,2.647058824
2018,920,930,2.425,1.853846154
1183,870,890,2.1,2.74
2676,830,840,2.769230769,3.0
2760,890,900,2.692307692,1.6230769230000002
488,830,840,3.428571429,1.571428571
9584,840,860,1.75,1.326666667
528,930,950,2.0,2.2
10555,900,920,2.46,2.88
4602,870,890,2.315384615,2.775
4052,830,840,3.6,3.4
8376,890,920,2.8461538460000004,2.46
9062,830,840,2.8181818180000002,2.411764706
9252,840,860,1.25,1.075
9024,870,890,2.166666667,2.15
4678,960,980,2.425,3.25
6026,870,890,2.41,2.577777778
10616,890,900,3.0142857139999997,3.8
5872,840,860,2.588235294,2.74
10569,930,950,1.5941176469999998,2.8384615380000002
7896,860,870,1.769230769,2.3428571430000003
3229,830,840,4.0,4.0
2753,950,960,3.25625,1.733333333
8167,860,870,1.084615385,2.05
1109,830,840,3.5333333330000003,3.25
7005,830,840,2.125,1.076923077
3856,840,860,1.466666667,2.8461538460000004
711,920,930,2.6,3.076923077
2121,870,890,0.9285714290000001,2.8538461539999997
4779,870,890,2.476923077,2.54
9304,890,900,2.128571429,2.942857143
2545,830,840,3.4666666669999997,3.0588235289999997
1704,890,900,3.34,3.116666667
9201,920,930,1.425,2.425
330,860,870,4.0,4.0
5054,830,840,0.25,0.46153846200000004
8661,890,900,2.86875,3.070588235
1775,900,920,1.86,3.175
7883,950,960,2.575,3.4214285710000003
3334,890,900,2.175,2.3923076919999997
7563,870,890,3.69375,3.175
1103,900,920,4.0,4.0
6823,920,930,3.816666667,3.54
5299,860,870,3.86875,3.68
8442,860,870,3.06875,3.235294118
9959,890,900,2.675,2.72
3908,870,890,4.0,4.0
4641,860,870,2.8117647060000004,2.7
554,930,950,2.485714286,2.1125
7270,830,840,3.0,3.5
3366,870,890,2.653846154,2.7642857139999997
6464,900,920,2.6571428569999997,3.446153846
540,830,840,0.8666666670000001,1.6666666669999999
7955,860,870,2.4307692309999998,2.2
5896,890,900,3.075,2.9666666669999997
3150,900,920,3.425,1.9357142859999998
503,840,860,0.923076923,3.85
2567,860,870,3.325,3.0333333330000003
8227,930,950,2.42,0.545454545
4112,840,860,2.2,2.175
8655,920,930,2.5333333330000003,2.333333333
7049,900,920,3.22,3.2714285710000004
5464,890,900,1.52,2.28
8915,900,920,3.1125,2.28
5689,890,900,2.6076923080000003,3.1375
6750,860,870,2.4,2.214285714
1210,900,920,3.208333333,2.9
2907,870,890,2.241666667,1.3727272730000002
4941,860,870,0.5,1.5666666669999998
8558,860,870,1.5083333330000002,0.571428571
9532,870,890,2.25,2.092307692
9475,920,930,2.358333333,1.9428571430000001
6379,980,990,2.175,2.0
2145,960,980,2.075,1.0
5795,890,920,0.23076923100000002,1.546153846
5563,1010,1020,2.5,3.072727273
7951,920,930,2.5625,2.86
2208,960,980,2.9,3.58
9274,920,930,2.3875,3.06
9954,870,890,1.975,2.384615385
3450,860,870,1.766666667,1.39
1308,860,870,1.3133333329999999,1.25
5918,900,920,1.0,1.435294118
9028,860,870,3.48,1.8066666669999998
7053,870,890,2.14,2.50625
6073,890,900,2.8642857139999998,2.142857143
9386,870,890,0.225,2.9
4982,920,930,3.2,3.3
9548,930,950,1.525,2.85
6368,960,980,1.35,1.825
6304,870,890,2.882352941,2.5875
9410,900,920,2.28,2.9
5278,960,980,2.078571429,2.7
3297,1010,1020,2.0,3.0
1629,900,920,2.725,2.0
5909,920,930,2.883333333,2.616666667
9071,900,920,2.28,2.75
7699,870,890,3.125,2.635714286
7292,860,870,2.8125,2.923076923
9039,930,950,2.169230769,0.857142857
4368,980,990,2.3,4.0
7289,860,900,0.3,0.272727273
780,870,890,2.333333333,3.066666667
10592,920,930,2.758823529,3.0
9461,860,870,2.8285714289999997,4.0
5843,860,870,2.816666667,2.1076923080000003
60,900,980,2.0,1.925
16,860,870,2.9142857139999996,2.7
6105,870,890,2.717647059,1.007142857
1186,950,960,2.35,3.191666667
2470,860,870,3.3125,1.9058823530000002
2106,860,870,1.884615385,2.11875
10412,1010,1020,2.925,2.675
5019,860,870,2.633333333,3.1
4506,950,960,2.75,2.32
4338,1010,1020,3.0,3.333333333
9105,860,870,3.233333333,2.746666667
5311,860,870,2.575,3.05
7346,860,870,2.4,3.46
7775,890,900,2.16,1.4857142859999999
990,870,890,3.373333333,3.1125
5616,900,920,1.6,1.941176471
8133,930,950,3.372727273,2.871428571
6142,860,870,2.9857142860000003,2.86
1617,860,870,2.442857143,0.425
8765,900,920,2.485714286,2.933333333
9043,930,950,3.370588235,3.411764706
9097,920,930,3.717647059,3.7375
5987,980,990,3.3529411760000003,3.5173913039999998
10641,950,960,4.0,4.0
3014,930,950,2.95,3.193333333
9866,930,950,3.30625,3.5333333330000003
5734,950,960,3.1736842110000003,2.8055555560000003
2966,920,930,3.46,2.94375
7841,870,890,2.8,2.3923076919999997
9902,870,890,3.346666667,3.0066666669999997
177,900,920,3.94375,4.0
134,930,950,2.14,2.26
7970,980,990,1.984615385,2.123529412
8177,930,950,2.6,2.85
9931,950,960,3.538461538,3.4
1999,950,960,3.53125,3.85
192,870,890,3.8285714289999997,3.375
2748,890,900,2.5,2.866666667
9076,930,950,2.775,3.20625
2130,920,930,3.2,3.28
1452,860,870,3.0,3.15
2750,870,890,2.89,3.118181818
3060,890,900,1.25,1.125
3675,990,1010,3.077777778,3.128571429
8697,870,890,1.04375,3.0
7241,890,900,1.642857143,1.6466666669999999
7560,860,870,2.0333333330000003,1.5941176469999998
10401,870,890,2.5764705880000003,2.4384615380000003
4537,860,870,1.657142857,1.7
6302,870,890,2.7625,3.00625
2137,950,960,3.54,3.575
9377,860,870,2.02,2.153333333
7056,860,870,2.666666667,0.28571428600000004
236,860,870,3.0,1.75
6784,860,870,2.44375,0.815384615
2,860,870,1.94,1.772222222
4687,920,950,0.876470588,0.2
9585,860,870,3.1818181819999998,1.3833333330000002
2544,840,860,0.923076923,1.275
3003,840,860,3.4,1.7583333330000002
4099,930,950,3.069230769,2.5
839,930,950,3.347058824,3.50625
8282,870,890,2.65,1.925
9795,900,920,2.007142857,0.74
5673,920,930,3.566666667,3.31875
5083,980,990,2.825,2.4
8115,900,920,1.990909091,1.825
5473,890,900,1.042857143,0.5
9803,890,900,0.214285714,0.925
5155,890,900,3.34,3.6
10434,920,930,2.717647059,2.417647059
9228,980,990,2.8529411760000003,3.5
4640,890,900,1.825,0.675
2456,890,930,0.930769231,0.307692308
10031,900,920,2.894117647,2.3
1378,920,930,2.8461538460000004,1.0
1008,990,1010,2.35,2.425
2448,950,960,3.6307692310000004,3.2
9916,930,950,2.4,2.23125
7344,920,930,2.5,0.923076923
2638,920,930,2.9,2.9
7282,890,900,2.54,2.266666667
7694,900,920,1.7615384619999999,1.62
761,950,960,1.4692307690000002,2.814285714
7938,930,950,3.321428571,3.070588235
6513,950,960,1.39,1.0
32,900,920,3.28,2.48
8374,890,900,1.85625,2.038461538
300,900,920,2.1,1.453846154
9947,1020,1040,2.925,2.8692307689999996
1086,900,920,2.369230769,1.98
9564,890,900,1.40625,1.357142857
348,960,980,3.0142857139999997,4.0
4675,1020,1040,2.825,2.45
7364,960,980,1.66,2.325
10174,930,950,2.88,3.470588235
9533,980,990,1.6,2.442857143
3539,960,980,2.26,3.15
3460,900,920,0.425,1.65
5086,920,930,1.9230769230000002,1.75625
8837,890,900,2.635714286,0.707142857
9534,920,930,2.5714285709999998,3.1583333330000003
524,890,900,4.0,3.0
381,900,920,2.476470588,2.152941176
6922,920,930,2.0,1.688235294
347,900,920,2.28,1.9363636359999998
2057,930,950,3.7833333330000003,3.4
585,890,900,3.5066666669999997,2.61875
8248,960,980,2.866666667,1.6133333330000001
10260,900,920,2.62,2.8058823530000003
9810,960,980,2.1125,2.315384615
6597,900,920,3.715384615,3.0125
4785,890,900,2.664285714,3.0470588239999996
9764,950,960,2.85,2.4
2394,950,960,3.775,3.930769231
10651,890,900,3.233333333,3.325
6960,890,900,3.15,1.5
6927,890,900,3.0823529410000003,3.08125
6388,900,920,2.947058824,2.25625
6198,930,950,2.9411764710000003,3.325
4277,960,980,3.925,3.8090909089999996
5705,870,890,2.85,3.7
749,890,900,1.8066666669999998,1.384615385
6367,890,900,2.3882352940000002,1.6066666669999998
5108,890,900,1.75,2.0714285709999998
1180,900,920,2.4533333330000002,2.075
1340,900,920,3.4125,3.08125
9551,980,990,1.1,1.766666667
2935,900,920,1.453846154,1.157142857
8231,900,920,3.175,1.8
213,920,930,2.646666667,3.053846154
838,920,930,1.384615385,0.75
7963,890,900,1.6133333330000001,0.363636364
4814,890,900,3.275,3.570588235
2669,980,990,3.6375,3.6
6332,920,930,1.7875,1.3133333329999999
9405,950,960,2.647058824,2.6
8834,950,960,2.723529412,3.5363636360000004
8592,930,950,3.015384615,3.075
7244,960,980,4.0,4.0
4864,980,990,1.364285714,0.47619047600000003
3910,950,960,3.205263158,3.433333333
5357,960,980,1.846153846,2.7769230769999997
8086,890,900,2.1875,2.206666667
9365,980,990,3.025,3.15
9901,870,890,3.98,3.1642857139999996
7923,920,930,3.947058824,3.935714286
5023,960,980,3.894117647,3.94375
1930,920,930,2.282352941,2.4
3895,960,980,3.43125,3.56875
1857,890,900,2.9125,2.70625
2993,930,950,3.0,2.80625
6166,890,900,3.066666667,3.129411765
3787,950,960,2.41875,2.9411764710000003
6145,960,980,3.069230769,3.34
6205,890,900,3.170588235,3.111764706
43,990,1010,3.2680000000000002,3.179310345
3239,900,920,3.5411764710000004,3.5625
8553,950,960,2.808333333,1.925
10102,890,900,3.890909091,3.4125
10606,950,960,3.042857143,3.007692308
3564,900,920,3.053846154,3.588235294
10661,960,980,3.5411764710000004,3.8384615380000002
9453,870,890,1.122222222,0.333333333
5176,920,930,2.82,2.825
6972,890,900,2.05625,0.692307692
7609,960,980,1.978571429,2.94
10643,900,920,2.7357142860000003,2.166666667
3864,890,900,2.773333333,2.2411764709999997
3118,890,900,3.4692307689999997,3.35
3188,870,890,1.281818182,0.814285714
8461,980,990,3.8115384619999997,4.0
2660,890,900,3.207692308,3.777777778
2447,900,920,2.293333333,2.725
2976,920,930,1.3666666669999998,0.692307692
800,960,980,3.4277777780000003,3.116666667
7787,890,900,3.02,1.414285714
7123,890,900,1.0,1.5833333330000001
2455,980,990,3.382352941,3.6
280,950,960,3.34,3.46
1931,870,890,1.98125,2.285714286
7471,870,890,1.522222222,2.433333333
4698,990,1010,3.35,2.8428571430000003
3894,930,1010,3.24375,3.06
2839,1040,1050,3.257142857,3.46
2240,990,1010,3.15,3.00625
2937,950,960,2.823529412,3.345454545
4940,950,960,2.78,2.4
6082,1020,1040,2.22,3.185714286
7512,920,930,2.4,3.0647058819999997
4440,960,980,1.364285714,2.25625
1967,980,990,3.876470588,3.8125
6661,950,960,1.95,3.258333333
715,1010,1020,3.175,3.75
6208,980,990,1.071428571,2.676923077
1423,1020,1040,2.25,2.525
9376,980,990,3.74,3.68
8797,990,1010,3.5,3.0
7671,990,1020,3.88,3.68
2358,990,1010,2.9533333330000002,2.3125
281,920,930,3.241176471,3.00625
7169,920,930,2.00625,3.0
4,990,1020,0.666666667,0.333333333
3972,930,950,2.0,2.8125
3680,1040,1050,3.292857143,3.33
1640,920,930,2.72,2.14
4372,1010,1020,2.5,3.084615385
6440,920,930,2.3,2.86
10693,980,990,3.3625,3.523529412
6319,1020,1050,3.0,1.8
3966,990,1040,0.986666667,0.523076923
158,920,930,2.807142857,1.4166666669999999
766,960,980,2.170588235,2.34
2738,950,960,3.0,2.594117647
