id,first term gpa,first term standing,second term gpa,second term standing,third term gpa,third term standing,fourth term gpa,fourth term standing,fifth term gpa,fifth term standing,sixth term gpa,sixth term standing,seventh term gpa,seventh term standing,graduated
5822,3.176470588,Good,1,Good,2.3125,Good,2.5,Dismissed,1.8,Good,2.5,Good,1.5,Good,1
5843,2.816666667,Good,2.107692308,Good,2.025,Good,2.4,Good,2.54,Good,2.546153846,Good,1.25,Good,0
5872,2.666666667,Good,2.588235294,Good,2.74,Good,3,Good,3.46,Good,3.047058824,Good,3.528571429,Good,1
5896,1.363636364,Probation,2.153846154,Good,3.06,Good,2.8875,Good,3.075,Good,2.966666667,Good,2.608333333,Good,0
5909,2.363636364,Good,2.015384615,Good,2.892857143,Good,2.007692308,Good,2.883333333,Good,2.616666667,Good,2.283333333,Good,1
5977,1.866666667,Good,2.785714286,Good,3.071428571,Good,1.153846154,Good,1.646666667,Good,1.894117647,Good,1.22,Good,0
5987,2.533333333,Good,2.657142857,Good,2.675,Good,2.125,Good,3.277777778,Good,3.5,Good,3.352941176,Good,1
6009,3.0625,Good,2.4,Good,2.692307692,Good,2.0625,Good,3.064705882,Good,2.38,Good,2.34,Good,1
6020,2.5,Good,2.823529412,Good,2.733333333,Good,1.833333333,Good,3.433333333,Good,2.733333333,Good,2.94,Good,1
6073,1.86,Good,2.384615385,Good,3.3,Good,2.864285714,Good,2.142857143,Good,1.692307692,Good,1.25,Good,0
6082,2.6,Good,1.6,Good,1.371428571,Probation,2.335714286,Good,2.575,Good,1.94375,Good,2.538461538,Good,1
6142,2.985714286,Good,2.86,Good,2.5,Good,2.35,Good,0.925,Dismissed,2.25,Good,2.25,Good,1
6144,3.094117647,Good,3.194117647,Good,2.988235294,Good,3.4375,Good,3.947058824,Good,3.75625,Good,4,Good,1
6145,3.73125,Good,3.041176471,Good,3.052941176,Good,3.142857143,Good,2.88,Good,3.069230769,Good,3.34,Good,1
6147,2,Good,2.5,Good,2.923076923,Good,2,Good,1.571428571,Good,1.333333333,Good,1.841666667,Probation,0
6166,3.066666667,Good,3.129411765,Good,2.575,Good,3.25,Good,1.914285714,Good,4,NA,2.5,Good,1
6205,3.170588235,Good,3.111764706,Good,2.666666667,Good,3.6,Good,2.85,Good,3.2,Good,3.616666667,Good,1
6208,2.3125,Good,2.346666667,Good,1.071428571,Good,2.5,Good,1.071428571,Probation,2.676923077,Good,2.525,Good,1
6239,2.833333333,Good,3.461538462,Good,3.5,Good,4,NA,2.571428571,Dismissed,0,Good,0,Dismissed,0
6304,2.946666667,Good,2.882352941,Good,2.5875,Good,2.925,Good,2.94,Good,3.06,Good,3.2,Good,1
6308,2.6875,Good,2.74375,Good,3.00625,Good,3.106666667,Good,2.692307692,Good,3.18,Good,3.625,Good,1
6319,2.875,Good,3.184615385,Good,2.294117647,Good,2.553846154,Good,1.323076923,Good,1.46,Good,3.215384615,Good,0
6332,1.278571429,Probation,3.092307692,Good,1.7875,Good,1.313333333,Good,1.83125,Good,2.347058824,Good,2.28,Good,1
6368,1.75,Good,1.5,Probation,2.766666667,Good,2.192857143,Good,2.82,Good,2.3,Good,1.86,Good,1
6379,2.066666667,Good,1.428571429,Probation,1.278571429,Probation,1.35,Dismissed,2.825,Probation,2.984615385,Good,1.85,Good,1
6388,2.773333333,Good,2.947058824,Good,2.25625,Good,2.578571429,Good,2.86875,Good,2.925,Good,2.807692308,Good,1
6395,2,Good,1.4,Good,1.714285714,Good,1.8,Good,1.75,Good,1.6,Good,1.2,Probation,1
6417,2.742857143,Good,3.216666667,Good,2.133333333,Good,3.56875,Good,2.7,Good,3.04375,Good,3,Good,1
6449,2.153846154,Good,3,Good,2.714285714,Good,2.714285714,Good,2.1875,Good,1.923076923,Good,3.206666667,Good,1
6456,2.461538462,Good,1.866666667,Good,1.5,Good,1,Dismissed,2.333333333,Good,2.071428571,Good,2.428571429,Good,1
6459,2.463636364,Good,3.1,Good,2.266666667,Good,3.38125,Good,3.26,Good,3.06,Good,3.68,Good,1
6464,3.071428571,Good,2.625,Good,3.12,Good,2.50625,Good,3,Good,2.657142857,Good,3.446153846,Good,1
6577,3.361111111,Good,3.423529412,Good,3.635294118,Good,3.444444444,Good,2.711764706,Good,3.235294118,Good,3.025,Good,1
6597,3.38,Good,3.715384615,Good,3.0125,Good,2.81875,Good,3.75,Good,3.66,Good,2.992857143,Good,1
6661,2.947058824,Good,2.14,Good,1.95,Good,3.258333333,Good,2.852941176,Good,2.675,Good,2.485714286,Good,1
6676,2.857142857,Good,3.117647059,Good,3.142857143,Good,2.866666667,Good,3.058823529,Good,2.45,Good,2.164285714,Good,1
6714,2.466666667,Good,3.357142857,Good,3.625,Good,3.25,Good,3.25,Good,4,Good,2.8125,Good,1
6730,1.285714286,Probation,2.642857143,Good,1.153846154,Good,2.153846154,Good,2.5,Good,2.833333333,Good,2,Good,1
6750,2.4,Good,2.214285714,Good,2.957142857,Good,2.928571429,Good,2.8,Good,3.307692308,Good,3,Good,1
6764,3.182352941,Good,3.7375,Good,3.505882353,Good,3.64375,Good,3.5125,Good,3.770588235,Good,3.675,Good,1
6765,3.083333333,Good,1.846153846,Good,1.25,Good,4,NA,2.4,Good,2.39375,Good,3,NA,1
6788,2.214285714,Good,1.6,Good,0.8,Dismissed,2.642857143,Good,2.2,Good,1.8,Good,1.417647059,Good,0
6822,1.533333333,Probation,1.285714286,Probation,2.25,Good,2.153846154,Probation,2,Good,2,Good,3.233333333,Good,0
6823,3.333333333,Good,3.066666667,Good,3.475,Good,3.470588235,Good,3.783333333,Good,3.423529412,Good,3.816666667,Good,1
6844,2.553333333,Good,2.5,Good,3.33125,Good,3.39375,Good,3.469230769,Good,3.52,Good,3.69375,Good,1
6922,3.06,Good,0.866666667,Dismissed,2.8,Good,2,Good,1.688235294,Good,1.46,Good,2.94,Good,0
6927,3.082352941,Good,3.08125,Good,2.953333333,Good,2.88,Good,2.4,Good,2.1,Good,2.425,Good,1
6940,1.1875,Probation,2.066666667,Good,2.5,Good,2.4,Good,1.6,Good,1.884615385,Good,2.3,Good,0
6942,2.933333333,Good,2.8125,Good,3.8,Good,3.6,Good,3.62,Good,3.66,Good,3.770588235,Good,1
6976,1.866666667,Good,2.714285714,Good,2.34,Good,3.117647059,Good,3.20625,Good,3.10625,Good,3.105263158,Good,1
6977,3.042857143,Good,2.864285714,Good,3.4,Good,3,Good,3.294117647,Good,2.607142857,Good,3.469230769,Good,1
7005,2.125,Good,1.076923077,Probation,1.9,Good,3.375,Good,1.19,Good,2.223076923,Good,3.3,Good,1
7049,3.4,Good,3.292857143,Good,2.74,Good,3.28,Good,3.22,Good,3.271428571,Good,3.1375,Good,1
7053,2.68,Good,2.14,Good,2.50625,Good,1.25,Good,2.1,Good,2.538461538,Good,3.426666667,Good,1
7079,2.786666667,Good,2.94375,Good,3.573333333,Good,3.52,Good,2.48,Good,2.64375,Good,2.825,Good,1
7128,1.571428571,Probation,3.153846154,Good,3.538461538,Good,1.846153846,Good,0.363636364,Dismissed,2.54,Good,3.4,Good,1
7132,2.786666667,Good,1.905882353,Good,2.48,Good,3.229411765,Good,2.952941176,Good,3.00625,Good,3.15,Good,1
7141,2.7625,Good,1.98125,Good,1.76,Good,2.073333333,Good,1.85,Good,1.988235294,Good,2.885714286,Good,1
7158,3.625,Good,2.647058824,Good,1.818181818,Good,2.8125,Good,2,Good,2.666666667,Good,1.684615385,Good,1
7244,4,Good,3.92,Good,3.813333333,Good,4,Good,3.94375,Good,4,Good,4,Good,1
7270,3,Good,3.5,Good,3.1375,Good,3.33125,Good,3.88,Good,3.529411765,Good,2.871428571,Good,1
7282,2.54,Good,2.266666667,Good,2.26,Good,2.813333333,Good,1.93125,Good,2.513333333,Good,2.15,Good,1
7341,1.15,Dismissed,1.428571429,Dismissed,3.25,Good,2.433333333,Good,1.7625,Good,1.78,Good,0.925,Dismissed,1
7357,3.3,Good,3.5125,Good,3.635714286,Good,3.0625,Good,3.214285714,Good,3.630769231,Good,3.727272727,Good,1
7364,2.928571429,Good,3.023529412,Good,1.93125,Good,1.94,Good,1.652941176,Good,1.66,Good,2.325,Good,1
7389,2.066666667,Good,1.416666667,Good,1.846153846,Good,1.083333333,Probation,2.571428571,Good,2.5625,Good,1.869230769,Good,1
7437,2.5,Good,2.615384615,Good,3.357142857,Good,2.214285714,Good,2.625,Good,1.75,Good,1.25,Good,1
7441,1,Probation,2.947368421,Good,2.5,Good,1.285714286,Good,1.72,Good,3.0625,Good,2.2625,Good,1
7563,2.642857143,Good,3.4,Good,3.14,Good,3.69375,Good,3.175,Good,3.2,Good,2.4875,Good,1
7585,3.066666667,Good,2.6875,Good,2.076923077,Good,2.6,Good,1,Good,2.076923077,Good,2.45,Good,1
7609,2.153846154,Good,2.42,Good,1.966666667,Good,2.54,Good,1.675,Good,1.978571429,Good,2.94,Good,1
7651,3.413333333,Good,2.9875,Good,3.45625,Good,3.05625,Good,3.50625,Good,3.625,Good,3.675,Good,1
7671,3.44375,Good,3.2,Good,3.282352941,Good,3.675,Good,3.769230769,Good,3.88,Good,3.68,Good,1
7699,3.111111111,Good,3.8,Good,3.125,Good,2.635714286,Good,2.506666667,Good,3.175,Good,3.15,Good,1
7721,2.726666667,Good,2.782352941,Good,2.707692308,Good,2.5,Good,3.005555556,Good,2.869230769,Good,3.930769231,Good,1
7775,2.6,Good,1.092307692,Good,2.16,Good,1.485714286,Good,0.609090909,Dismissed,2.175,Good,0.675,Dismissed,0
7787,1.74375,Probation,3.02,Good,1.414285714,Good,2.828571429,Good,2.307142857,Good,2.335714286,Good,2.48,Good,1
7792,2.5,Good,1.375,Good,0.307692308,Dismissed,0.5,Dismissed,3.5,NA,1.5,NA,1.325,Good,1
7798,3.133333333,Good,2.866666667,Good,3,Good,1.5625,Good,2.753846154,Good,2.375,Good,2.05625,Good,1
7801,3.4375,Good,3.266666667,Good,3.333333333,Good,3.357142857,Good,4,Good,3.4,Good,3.46,Good,1
7841,3.44375,Good,2.8,Good,2.392307692,Good,2.892307692,Good,3.026666667,Good,3.123529412,Good,3.1875,Good,1
7845,4,Good,3.929411765,Good,4,Good,4,Good,4,Good,3.91,Good,4,Good,1
7883,3.5,Good,3.6875,Good,2.952941176,Good,3.288235294,Good,3.425,Good,3.49375,Good,3.4375,Good,1
7896,2.3125,Good,1,Probation,1.769230769,Good,2.342857143,Good,2.669230769,Good,2.63125,Good,2.006666667,Good,1
7923,4,Good,3.94375,Good,3.947058824,Good,3.935714286,Good,4,Good,3.9,Good,3.8,Good,1
7938,3.94,Good,3.74,Good,3.175,Good,3.321428571,Good,3.070588235,Good,3.7,NA,3.32,Good,1
7948,2.133333333,Good,2.6,Good,1.52,Good,1.875,Good,2.45,Good,1.84375,Good,2.9,Good,1
7951,2.1375,Good,1.746153846,Good,2.425,Good,2.192857143,Good,2.5625,Good,2.86,Good,2.464285714,Good,1
7955,1.538461538,Probation,2.615384615,Good,2.430769231,Good,2.2,Good,1.676923077,Good,1.376923077,Good,3,Good,1
7958,3.214285714,Good,3.230769231,Good,3.06,Good,2.664285714,Good,3.364285714,Good,2.85,Good,3.12,Good,1
7970,2.00625,Good,3.225,Good,0.933333333,Dismissed,1.95,Good,2.95,Good,2.984615385,Good,2.085714286,Good,1
7987,2.5,Good,2.533333333,Good,2.033333333,Good,2.266666667,Good,2.357142857,Good,2.02,Good,2.88,Good,1
7999,3.8125,Good,3.4375,Good,2.5,Good,2.6,Good,2.625,Good,2.35,Good,3.14,Good,1
8014,2.1875,Good,1.866666667,Good,1.791666667,Good,1.19375,Probation,0.938461538,Dismissed,2.392307692,Probation,1.575,Probation,1
8045,3.25,Good,2.269230769,Good,1,Good,1.625,Good,4,NA,1.714285714,Good,1.666666667,Good,1
8086,2.1875,Good,2.206666667,Good,2.682352941,Good,2.215384615,Good,2.405882353,Good,2.3125,Good,2.183333333,Good,1
8106,3.664705882,Good,3.841176471,Good,3.770588235,Good,3.876470588,Good,3.94375,Good,3.823529412,Good,4,Good,1
8133,3.1125,Good,3.646666667,Good,3.4,Good,3.66,Good,3.093333333,Good,3.372727273,Good,2.871428571,Good,1
8167,2.941176471,Good,2.058823529,Good,1.084615385,Good,1.935294118,Good,2.782352941,Good,2.5625,Good,2.864705882,Good,1
8177,3.453846154,Good,3.54375,Good,3.05625,Good,2.929411765,Good,3,Good,2.6,Good,2.85,Good,1
8231,2.79,Good,3.175,Good,1.8,Good,2.221428571,Good,3.230769231,Good,1.384615385,Good,2.278571429,Good,1
8248,3.214285714,Good,1.916666667,Good,2.09375,Good,3.7,Good,2.166666667,Good,0.461538462,Dismissed,2.866666667,Good,0
8293,3.2,Good,2.8,Good,3.266666667,Good,3.075,Good,3.49375,Good,3,Good,3.225,Good,1
8305,2.307692308,Good,1.25,Good,2.4,Good,3,Good,1.75,Good,1.75,Good,2.16875,Good,1
8308,1.133333333,Probation,2.235294118,Good,1.833333333,Good,2.5,Good,2.6,Good,1.88125,Good,0.75,Good,1
8315,1.6875,Good,2,Good,2.75,Good,3,Good,2.40625,Good,2.333333333,Good,2.55625,Good,1
8318,1.538461538,Good,2.705882353,Good,1.5625,Good,2.076923077,Good,1.8,Good,2.8,Good,2.428571429,Good,1
8334,2.133333333,Good,2.692307692,Good,1.571428571,Good,2,Good,2.5625,Good,2.714285714,Good,2.25,Good,1
8359,3.535294118,Good,3.841666667,Good,3.75625,Good,3.676470588,Good,3.94375,Good,3.914285714,Good,3.838461538,Good,1
8376,1.6,Good,2.153846154,Good,2.083333333,Good,2.638888889,Good,2.846153846,Good,2.46,Good,3.453333333,Good,1
8406,2.75,Good,1.928571429,Good,1.214285714,Good,0.5,Dismissed,2.175,Good,2.825,Good,2.425,Good,0
8420,2.253846154,Good,3.553846154,Good,3.8,Good,3.94375,Good,3.461538462,Good,3.428571429,Good,3.925,Good,1
8442,3.8,Good,3.3125,Good,3.06875,Good,3.235294118,Good,3.611764706,Good,3.617647059,Good,3.76875,Good,1
8444,2.272727273,Good,2.133333333,Good,1.875,Good,1.666666667,Good,2.8,Good,0.25,Dismissed,1,Dismissed,0
8513,3.553846154,Good,3.70625,Good,3.464285714,Good,3.538461538,Good,3.871428571,Good,3.42,Good,3.907692308,Good,1
8540,3.1,Good,1.6,Good,2.0625,Good,0.384615385,Dismissed,2.4,Good,2.525,Good,0.25,Dismissed,0
8542,1.866666667,Good,1.6875,Good,2.707692308,Good,2.48,Good,2,Good,2.069230769,Good,3.175,Good,0
8553,3.4625,Good,1.766666667,Good,3.3,Good,2.375,Good,2.808333333,Good,1.925,Good,2.85625,Good,1
8636,3.933333333,Good,3.925,Good,3.161538462,Good,3.66,Good,3.357142857,Good,3.876470588,Good,3.753333333,Good,1
8661,2.866666667,Good,3.1875,Good,2.425,Good,2.34,Good,2.86875,Good,3.070588235,Good,2.814285714,Good,1
8670,1.4,Good,2.4,Good,1.75,Good,2,Good,1.25,Good,1.333333333,Good,2,Good,1
8697,1.3125,Probation,1.04375,Probation,3,Good,2.258333333,Good,3.128571429,Good,1.625,Good,1.18125,Good,0
8700,3,Good,2,Good,2.5,Good,2.466666667,Good,1.8125,Good,2.076923077,Good,2.9,Good,1
8727,3.611111111,Good,3.294117647,Good,2.4,Good,2.4,Good,2.825,Good,2.666666667,Good,2.688888889,Good,1
8765,3.258823529,Good,3.2625,Good,2.805555556,Good,2.485714286,Good,2.933333333,Good,3.02,Good,3,Good,1
8771,3.625,Good,3.8,Good,3,Good,3.2,Good,3.947058824,Good,3.805882353,Good,3.8125,Good,1
8788,3.78,Good,3.86875,Good,3.9,Good,4,Good,3.8125,Good,4,Good,3.9,Good,1
8797,3,Good,3.769230769,Good,3,Good,1.925,Good,2.675,Good,4,Good,2.75,Good,1
8804,2.35625,Good,2,Good,1.766666667,Good,1.923076923,Good,3,Good,0.5,Dismissed,1,Dismissed,0
8825,3.176923077,Good,3.453333333,Good,2.673333333,Good,3.323076923,Good,3.46,Good,3.4375,Good,3.517647059,Good,1
8884,0.75,Probation,0.8,Dismissed,1,Dismissed,1,Dismissed,2,NA,3.688888889,NA,3.058333333,NA,1
8915,3,Good,2.94,Good,3.0625,Good,2.776923077,Good,3.1125,Good,2.28,Good,1.9875,Good,1
8964,3.8,Good,3,Good,2.384615385,Good,3.4,Good,3.8,Good,3.325,Good,3.55,Good,1
8989,2.25,Good,1.636363636,Probation,1.773333333,Probation,1.766666667,Probation,1.241666667,Dismissed,2.871428571,Dismissed,0.523076923,Dismissed,0
9008,3.513333333,Good,3.2375,Good,3.28,Good,2.9,Good,3.50625,Good,3.258823529,Good,3.68,Good,1
9024,2,Good,1.875,Good,1.925,Good,2.166666667,Good,2.15,Good,2.75,Good,2.381818182,Good,1
9039,2.16875,Good,2.1,Good,0.86,Dismissed,2.475,Good,2.445454545,Good,2.169230769,Good,0.857142857,Dismissed,0
9043,3.13125,Good,2.93125,Good,3.4,Good,3.193333333,Good,3.34,Good,3.370588235,Good,3.411764706,Good,1
9057,2.5125,Good,3.05625,Good,3.721428571,Good,3.83125,Good,3.621428571,Good,3.82,Good,3.54,Good,1
9062,2.818181818,Good,2.411764706,Good,2.175,Good,3.2,Good,2.446666667,Good,3.14,Good,3.3,Good,1
9071,3.785714286,Good,3.5,Good,3.54,Good,3,Good,2.28,Good,2.75,Good,0.1875,Dismissed,1
9076,3.5375,Good,2.8875,Good,2.364285714,Good,1.806666667,Good,2.94,Good,2.775,Good,3.20625,Good,1
9097,3.777777778,Good,3.727777778,Good,3.85,Good,3.823529412,Good,3.717647059,Good,4,NA,3.7375,Good,1
9148,3.123529412,Good,3.25,Good,3.485714286,Good,2.86,Good,2.62,Good,3.6,Good,3.25,Good,1
9165,3.4375,Good,3.625,Good,3.522222222,Good,3.266666667,Good,3.673333333,Good,3.535294118,Good,3.94,Good,1
9170,4,Good,3.8,Good,4,Good,3.625,Good,3.647058824,Good,3.333333333,Good,3.247058824,Good,1
9201,2.733333333,Good,2.769230769,Good,3.207142857,Good,3.146153846,Good,4,Good,2.675,Good,1.86,Good,1
9228,2.8,Good,2.34,Good,2,Good,1.864285714,Good,2.364285714,Good,2.25,Good,2.852941176,Good,1
9234,1.4,Probation,1.823529412,Good,1.428571429,Good,2.555555556,Probation,1.5,Probation,2.153846154,Probation,2.113333333,Good,1
9268,4,NA,1.75,Good,1.615384615,Good,1.1,Probation,1.538461538,Good,2.25,Good,2.75,Good,1
9274,1,NA,2.94,Good,3.71875,Good,2.46,Good,2.861111111,Good,2.3875,Good,3.06,Good,1
9276,3.333333333,Good,2.884615385,Good,3.416666667,Good,3.538461538,Good,3.06,Good,2.783333333,Good,3.233333333,Good,1
9279,3.233333333,Good,3.1375,Good,3.22,Good,2.88,Good,3.7,Good,2.72,Good,3.088235294,Good,1
9304,2.25,Good,2.571428571,Good,2.626666667,Good,2.86875,Good,2.128571429,Good,2.883333333,Good,3.05625,Good,1
9330,3.352941176,Good,3.125,Good,2.823529412,Good,3.176470588,Good,3.0625,Good,3.25,Good,3.74,Good,1
9342,2.4375,Good,3.25,Dismissed,2.78,Good,2.55,Good,2.92,Good,3.25,Good,0,Good,1
9352,1.8125,Good,2.071428571,Good,3,Good,1.083333333,Good,3.166666667,Good,3,Good,3,Good,1
9358,3.25,Good,2.5625,Good,2.083333333,Good,1.933333333,Good,2.2,Good,2.65,Good,3.41875,Good,1
9361,2.133333333,Good,2.388888889,Good,1.375,Good,1.117647059,Probation,3,Good,2,Good,1.125,Good,1
9365,3.594117647,Good,3.206666667,Good,3.4,Good,3.24375,Good,2.8875,Good,2.675,Good,3.025,Good,1
9370,4,Good,4,Good,4,Good,4,Good,3.925,Good,3.930769231,Good,3.94,Good,1
9376,3.246666667,Good,2.52,Good,3.1375,Good,3.0875,Good,3.74,Good,3.68,Good,3.575,Good,1
9378,3.3625,Good,3.6,Good,3.35,Good,3.54,Good,3.7,Good,3.715384615,Good,3.930769231,Good,1
9389,2.25,Good,2.5,Good,2.5625,Good,2.4,Good,1.457142857,Good,2,Good,1.714285714,Good,1
9401,4,Good,4,Good,4,Good,4,Good,3.930769231,Good,3.94,Good,4,Good,1
9405,3.50625,Good,2.435714286,Good,3.09375,Good,3.511111111,Good,2.647058824,Good,2.6,Good,3.4375,Good,1
9410,1.907142857,Good,2.288235294,Good,2.181818182,Good,2.28,Good,2.716666667,Good,3.131578947,Good,4,Good,1
9411,1,Probation,1.75,Good,2.083333333,Good,2,Good,1,Good,1.7,Good,2.425,Good,1
9475,2.186666667,Good,2.425,Good,2.564285714,Good,2.358333333,Good,1.942857143,Good,1.65,Good,2.091666667,Good,1
9532,3.4375,Good,2.25,Good,2.092307692,Good,2.485714286,Good,1.8,Good,3.307692308,Good,3.6,Good,1
9534,0.1875,Dismissed,2.571428571,Probation,3.158333333,Good,2.2,Good,2.14,Good,2,Good,3.0625,Good,1
9535,3,Good,2.5,Dismissed,1.428571429,Good,4,Good,4,Good,3.5,Good,2.791666667,Good,1
9548,3.373333333,Good,2.26,Good,1.42,Good,2.9,Good,1.525,Good,2.85,Good,2.65,Good,1
9572,3.613333333,Good,2.373333333,Good,2.425,Good,2.99375,Good,2.8875,Good,2.6375,Good,2.907692308,Good,1
9689,3.25,Good,3,Good,1.785714286,Good,2.6,Good,3,NA,2.384615385,Good,3.3,NA,1
9750,3.2,Good,2.625,Good,2.128571429,Good,2.958823529,Good,3.635714286,Good,3.514285714,Good,3.6,Good,1
9764,3.533333333,Good,3.106666667,Good,3.35625,Good,2.08,Good,2.85,Good,2.4,Good,3.2,Good,1
9789,3.266666667,Good,2.466666667,Good,1.6,Good,1.692307692,Good,1.928571429,Good,1.923076923,Good,1.714285714,Good,1
9810,2.093333333,Good,2,Good,1.783333333,Good,2.34,Good,1.823529412,Good,2.1125,Good,2.315384615,Good,1
9834,2.944444444,Good,2.0625,Good,2.142857143,Good,2.230769231,Good,2.5,Good,2.34,Good,1.675,Good,1
9866,3.7125,Good,2.7,Good,3.2625,Good,3.3,Good,3.476470588,Good,3.30625,Good,3.533333333,Good,1
9901,3.98,Good,3.6,Good,3.164285714,Good,2.946153846,Good,3.142857143,Good,3.28,Good,2.723076923,Good,1
9916,3.4625,Good,2.2,Good,2.2,Good,2.4,Good,2.23125,Good,1.25,Good,0.575,Dismissed,0
9931,3.929411765,Good,3.75,Good,3.717647059,Good,3.4,Good,3.515384615,Good,3.538461538,Good,3.4,Good,1
9947,1.221428571,Probation,2.525,Good,2.253846154,Good,1.333333333,Probation,2.275,Good,1.75,Probation,4,Good,1
9959,3.428571429,Good,3.0625,Good,2.084615385,Good,3.221428571,Good,2.675,Good,2.72,Good,2.925,Good,1
9969,3.23125,Good,2.928571429,Good,3.316666667,Good,3.675,Good,3.74,Good,3.2,Good,3.925,Good,1
10031,2.91875,Good,2.894117647,Good,2.3,Good,2.58,Good,2.06,Good,1.617647059,Good,2.34,Good,1
10062,2.625,Good,2.5,Good,2.925,Good,2.00625,Good,2.582352941,Good,2.75625,Good,2.9625,Good,1
10105,2.125,Good,2.928571429,Good,2,Good,2.6,Good,2.3125,Good,2.52,Good,2.325,Good,1
10174,2.91875,Good,3.466666667,Good,2.113333333,Good,2.88,Good,3.470588235,Good,2.7625,Good,3.74,Good,1
10194,3.392307692,Good,3.171428571,Good,2.992857143,Good,3.344444444,Good,3.8,Good,4,Good,3.66,Good,1
10282,2.60625,Good,2.08,Good,2.74,Good,2.566666667,Good,1.9,Good,2.6,Good,4,Good,1
10307,2.764705882,Good,0.769230769,Dismissed,2,Good,1.538461538,Good,2.4,Good,2.8,Good,2.615384615,Good,1
10364,2.95,Good,2.81875,Good,2.930769231,Good,2.514285714,Good,3,Good,3.46,Good,2.825,Good,1
10369,1.933333333,Good,3,Good,2.333333333,Good,1.615384615,Good,1.285714286,Good,3.785714286,Good,0,Dismissed,0
10401,3.007692308,Good,2.576470588,Good,1.3,Good,2.438461538,Good,2,NA,2.473333333,Good,3.570588235,Good,1
10402,3.18,Good,2.758823529,Good,2.007692308,Good,2.491666667,Good,2.42,Good,2.678571429,Good,3.216666667,Good,1
10412,3.01875,Good,1.415384615,Good,2.2,Good,1.615384615,Good,3.35,Good,2.74,Good,2.8,Good,1
10436,4,Good,3.92,Good,3.61875,Good,3.226666667,Good,3.8875,Good,3.34,Good,3.85,Good,1
10518,2.307692308,Good,2.571428571,Good,1.384615385,Good,2.142857143,Good,1.153846154,Good,3.6,Good,2.25,Good,1
10529,2.4,Good,2.538461538,Good,3.25,Good,2.928571429,Good,3.235294118,Good,3.615384615,Good,2.588235294,Good,1
10555,2,Good,1.647058824,Probation,2.4,Good,2.86,Good,2.842857143,Good,2.46,Good,2.88,Good,1
10569,2,Good,2.066666667,Good,0.958333333,Dismissed,1.092307692,Good,2.5,Good,2.38125,Good,1.80625,Good,1
10584,2.9,Good,2.392857143,Good,2.618181818,Good,1.98,Good,2.14,Good,1.72,Good,3.02,Good,1
10592,1.741666667,Probation,2.075,Probation,2.175,Good,2.864285714,Good,2.758823529,Good,3,Good,2.94,Good,1
10594,3,Good,2.666666667,Good,2.716666667,Good,3.06,Good,2.94,Good,3,Good,3.14,Good,1
10606,2.19375,Good,3.48,Good,3.335714286,Good,3.625,Good,3.042857143,Good,3.007692308,Good,3.15,Good,1
10616,2.529411765,Good,3.1875,Good,2.44375,Good,3.141176471,Good,3.014285714,Good,3.8,Good,2.354545455,Good,1
10641,4,Good,4,Good,4,Good,4,Good,4,Good,3.94375,Good,4,Good,1
10643,3.125,Good,2.8,Good,2.166666667,Good,2.929411765,Good,3.158333333,Good,1.933333333,Good,2.792307692,Good,1
10644,3.007692308,Good,2.63125,Good,3.223529412,Good,3.177777778,Good,2.925,Good,3.210526316,Good,2.06,Good,1
10649,3.076923077,Good,2.2,Good,3.2,Good,3.058823529,Good,3.021428571,Good,3.4375,Good,3.625,Good,1
10661,3.722222222,Good,3.405555556,Good,3.466666667,Good,3.533333333,Good,3.516666667,Good,3.541176471,Good,3.838461538,Good,1
10693,3.19375,Good,3.166666667,Good,2.838888889,Good,2.66,Good,3.3625,Good,3.523529412,Good,3.175,Good,1
