class_1,class_2,pval,rho,n
Corporate Finance,Financial Systems Analysis,0.037380231,0.735980072,8
Corporate Finance,Finite Mathematics with Applications,0.1812721,0.320284698,19
Corporate Finance,First Semester Lessons,0.74180111,-0.25819889,4
Corporate Finance,Fitness Assessment and Management,0.046662642,0.243943299,67
Corporate Finance,Fundamentals of English,0.2,-0.8,4
Corporate Finance,General Botany,1,0,5
Corporate Finance,General Physics I,0.627530876,0.253759609,6
Corporate Finance,General Psychology,0.00608016,0.514131917,27
Corporate Finance,Global Business,0.019604003,0.270822953,74
Corporate Finance,History of the United States since 1877,0.772910698,0.098650083,11
Corporate Finance,History of the United States to 1877,0.037359693,0.630994519,11
Corporate Finance,Human Resource Management,0.024320685,0.27497634,67
Corporate Finance,Intermediate Accounting I,0.116989098,0.500373823,11
Corporate Finance,Intermediate Accounting II,0.251326859,0.501674345,7
Corporate Finance,Intermediate Algebra,0.08592497,0.47521841,14
Corporate Finance,Intermediate Spanish,0.333333333,0.866025404,3
Corporate Finance,International Finance,0.007665844,0.927633657,6
Corporate Finance,International Management,0.250974363,0.304827142,16
Corporate Finance,International Marketing,0.058207291,0.865180913,5
Corporate Finance,International Relations,0.666666667,-0.5,3
Corporate Finance,Interpersonal Communication,0.666666667,-0.5,3
Corporate Finance,Interpretation of Business and Economic Data,0.642364226,0.110646671,20
Corporate Finance,Introduction to American Government,0.024002608,0.700704156,10
Corporate Finance,Introduction to College Life,0.390503754,0.249071362,14
Corporate Finance,Introduction to Computer Security,0.542342509,0.280484097,7
Corporate Finance,Introduction to Criminal Justice,0.499665656,0.281337932,8
Corporate Finance,Introduction to Engineering Projects,0.715965707,0.084427617,21
Corporate Finance,Introduction to ERP,0.812140928,-0.148087219,5
Corporate Finance,Introduction to Ethnic Studies,0.944444444,-0.055555556,4
Corporate Finance,Introduction to Human Geography,0.666666667,0.5,3
Corporate Finance,Introduction to Marketing,6.31E-05,0.453547801,72
Corporate Finance,Introduction to Mass Media,0.76429774,-0.23570226,4
Corporate Finance,Introduction to Philosophy,0.027889996,0.377154089,34
Corporate Finance,Introduction to Politics,0.185434894,0.702959492,5
Corporate Finance,Introduction to Programming,0.584994449,0.086723848,42
Corporate Finance,Introduction to Sociology,0.394370357,0.285721824,11
Corporate Finance,Introduction to Software Engineering,0.090909525,0.451790824,15
Corporate Finance,Introduction to the Hebrew Scriptures,0.367544468,0.632455532,4
Corporate Finance,Introduction to the Theatre,0.236153677,0.648885685,5
Corporate Finance,Introductory Astronomy Lab,0.824506064,0.103934927,7
Corporate Finance,Introductory Astronomy:Stars and Galaxies,0.378786477,0.396296962,7
Corporate Finance,Introductory Chemistry,0.262135213,0.737864787,4
Corporate Finance,Investments,0.15140343,0.489088295,10
Corporate Finance,Leadership and Management,0.001099949,0.372007834,74
Corporate Finance,Linear Algebra,0.333333333,0.866025404,3
Corporate Finance,Management Accounting,0.003836123,0.338935022,71
Corporate Finance,"Management, Gender & Race",0.54544931,0.086648637,51
Corporate Finance,Managerial Law,0.710481725,0.229415734,5
Corporate Finance,Marketing Management,0.040769463,0.774806218,7
Corporate Finance,Marketing Research,0.814225284,0.110096377,7
Corporate Finance,Mathematics of Finance,0.924142372,0.028059227,14
Corporate Finance,Microcomputer Applications,0.072363853,0.287190793,40
Corporate Finance,Minority Women Writers of the United States,0.218893981,0.666885929,5
Corporate Finance,Music Appreciation,0.038798398,0.328014356,40
Corporate Finance,New Venture Operations,0.666666667,0.5,3
Corporate Finance,"New Venture Planning: Social, Commercial, Scientific and Artistic Ventures",0,-1,3
Corporate Finance,Object Oriented Analysis and Design,0.405771569,0.486664263,5
Corporate Finance,Object-Oriented Programming and Data Structures I,0.105797314,0.259555654,40
Corporate Finance,Object-Oriented Programming and Data Structures II,0.604638758,0.166676303,12
Corporate Finance,Operations Management,0.028496182,0.530419888,17
Corporate Finance,Oral Communication for Professionals,0.038648172,0.272303626,58
Corporate Finance,Organizational Behavior,0.864985594,-0.035829756,25
Corporate Finance,Personal Conditioning,0.562613267,-0.223838155,9
Corporate Finance,Personal Financial Planning,0.986617747,-0.004563436,16
Corporate Finance,Physical Geology,0.117848066,0.644887977,7
Corporate Finance,Physical Science,0.138058713,-0.619300446,7
Corporate Finance,Planet Earth,0.371513362,0.138049202,44
Corporate Finance,Precalculus,0.098723797,0.523075347,11
Corporate Finance,Principles of Macroeconomics,0.001344796,0.383809309,67
Corporate Finance,Principles of Microeconomics,0.357786361,0.117812644,63
Corporate Finance,Principles of Physics,0.862571071,0.108147614,5
Corporate Finance,Production Planning and Control,0.936577917,0.03738481,7
Corporate Finance,Professional Selling,0.051316702,0.948683298,4
Corporate Finance,Programming in C++,0.003276121,0.364916571,63
Corporate Finance,Programming in COBOL,0.293591437,0.179962934,36
Corporate Finance,Programming in VB.NET,0.001932396,0.499346178,36
Corporate Finance,Programming Language Structures,1,0,4
Corporate Finance,Quality Management,0.831885151,-0.055688602,17
Corporate Finance,"Race, Gender, and Class",0.463933578,0.280975743,9
Corporate Finance,Racquet Sports,0.219399397,0.402755486,11
Corporate Finance,Relaxation,0.559404344,-0.353553391,5
Corporate Finance,Risk Management,0.266486873,0.447282626,8
Corporate Finance,"Science, Technology, and Ethics",0.683260951,-0.158776837,9
Corporate Finance,Scuba Diving,0.789282179,-0.141421356,6
Corporate Finance,Small Business Management,0.291192588,0.281320471,16
Corporate Finance,"Social Context of Creativity, Innovation and Entrepreneurship",0,-1,3
Corporate Finance,Special Problems,0.516222538,0.250154036,9
Corporate Finance,Special Topics,0.790228575,-0.086085402,12
Corporate Finance,Special Topics in Computer Science,0.043924953,0.888523317,5
Corporate Finance,Strategic Management,0.862805894,-0.023403755,57
Corporate Finance,Strategic Promotions Management,0.236153677,-0.648885685,5
Corporate Finance,Supply Chain Management,0.003734716,0.483921981,34
Corporate Finance,Survey of General Chemistry,0.333333333,0.866025404,3
Corporate Finance,Systems Analysis and Design,0.00740662,0.503601329,27
Corporate Finance,Systems Development and Implementation,0.476805816,0.14912586,25
Corporate Finance,Technical Writing,0.136228017,0.205398597,54
Corporate Finance,The Legal Environment of Business,8.55E-05,0.471044379,64
Corporate Finance,The Native American Experience,0.666666667,0.5,3
Corporate Finance,The Psychology of Human Sexuality,1,0,3
Corporate Finance,Trigonometry and Analytic Geometry,0.000742639,0.720568894,18
Corporate Finance,Volleyball,0.400991389,-0.243772044,14
Corporate Finance,"Web Protocols, Technologies and Applications",0.116318914,0.477639405,12
Corporate Finance,Weight Training,0.150200422,0.664211164,6
Corporate Finance,Windows Programming,0.034257162,0.463654912,21
Corporate Finance,World Civilization I,0.485664998,0.140147143,27
Corporate Finance,World Civilization II,0.052886529,0.290496427,45
Corporate Finance,World Regional Geography,0.511559391,0.273890906,8
Cost Accounting,Database Design and Implementation,0.789181489,0.210818511,4
Cost Accounting,Elementary Statistics,0.770346102,-0.181369063,5
Cost Accounting,Engineering Success Skills,0.770346102,0.181369063,5
Cost Accounting,Federal Income Tax,1,0,8
Cost Accounting,Financial Accounting,0.001446323,0.83319571,11
Cost Accounting,Fitness Assessment and Management,0.406704061,0.278639106,11
Cost Accounting,General Psychology,0.18365531,0.567765096,7
Cost Accounting,Global Business,0.042781358,0.617867574,11
Cost Accounting,Human Resource Management,1,0,10
Cost Accounting,Intermediate Accounting I,0.360012054,-0.375,8
Cost Accounting,Intermediate Accounting II,0.362892164,-0.456435465,6
Cost Accounting,Interpretation of Business and Economic Data,0.2,-0.8,4
Cost Accounting,Introduction to Engineering Projects,0.455668946,-0.544331054,4
Cost Accounting,Introduction to Marketing,0.259027079,0.394676109,10
Cost Accounting,Introduction to Philosophy,0.022523985,0.74039005,9
Cost Accounting,Introduction to Programming,0.287864135,0.522232968,6
Cost Accounting,Introduction to Software Engineering,0.666666667,0.5,3
Cost Accounting,Investments,0,-1,3
Cost Accounting,Leadership and Management,0.185296694,0.431344726,11
Cost Accounting,Management Accounting,0.011601222,0.724930389,11
Cost Accounting,"Management, Gender & Race",0.356269193,0.462030828,6
Cost Accounting,Managerial Law,1,0,5
Cost Accounting,Microcomputer Applications,0.555323403,0.247026232,8
Cost Accounting,Music Appreciation,0.355917684,0.377964473,8
Cost Accounting,Object-Oriented Programming and Data Structures I,0.117613761,0.782623792,5
Cost Accounting,Oral Communication for Professionals,0.739024115,0.121062,10
Cost Accounting,Planet Earth,0.184291246,0.625305399,6
Cost Accounting,Principles of Macroeconomics,0.163260609,0.477058608,10
Cost Accounting,Principles of Microeconomics,0.163409545,0.476910908,10
Cost Accounting,Programming in C++,0.100013876,0.521386273,11
Cost Accounting,Programming in COBOL,0.436997621,0.458831468,5
Cost Accounting,Programming in VB.NET,0.450184856,0.447213595,5
Cost Accounting,Small Business Management,0,1,3
Cost Accounting,Special Problems,0.225403331,0.774596669,4
Cost Accounting,Strategic Management,0.097537994,-0.625,8
Cost Accounting,Supply Chain Management,0.005408479,0.939336437,6
Cost Accounting,Systems Analysis and Design,0.051316702,0.948683298,4
Cost Accounting,Systems Development and Implementation,0.666666667,-0.5,3
Cost Accounting,Technical Writing,0.661738432,-0.229539043,6
Cost Accounting,The Legal Environment of Business,0.022872169,0.778440461,8
Cost Accounting,Trigonometry and Analytic Geometry,0.422826262,-0.471404521,5
Cost Accounting,World Civilization II,0.09539275,-0.588662946,9
Crafts I: Fibers and Fabrics,Programming in C++,0.333333333,0.866025404,3
Criminal Investigation,Criminal Justice Seminar,1,0,4
Criminal Investigation,Criminal Law,0.391002219,0.5,5
Criminal Investigation,Current Topics In Criminal Justice,0.8412605,0.125,5
Criminal Investigation,Elementary Statistics,1,0,4
Criminal Investigation,"Ethnicity, Race and Crime",0.666666667,0.5,3
Criminal Investigation,Fitness Assessment and Management,0.510140203,0.395284708,5
Criminal Investigation,Foundations of Corrections,0.373252944,-0.516185401,5
Criminal Investigation,Foundations of Interviewing,1,0,3
Criminal Investigation,Foundations of Policing,0.215169943,-0.670820393,5
Criminal Investigation,General Psychology,0.666666667,0.333333333,4
Criminal Investigation,Global Business,1,0,3
Criminal Investigation,Introduction to Criminal Justice,0.76429774,0.23570226,4
Criminal Investigation,Introduction to Philosophy,0.666666667,-0.5,3
Criminal Investigation,Introduction to Programming,0.450184856,0.447213595,5
Criminal Investigation,Introduction to Sociology,0.333333333,0.866025404,3
Criminal Investigation,Juvenile Justice,1,0,4
Criminal Investigation,Leadership and Management,0.857944618,-0.111803399,5
Criminal Investigation,Music Appreciation,0.666666667,-0.5,3
Criminal Investigation,Planet Earth,0.183503419,0.816496581,4
Criminal Investigation,Police Administration,0.333333333,0.866025404,3
Criminal Investigation,Principles of Macroeconomics,0.666666667,-0.5,3
Criminal Investigation,Programming in C++,0.727834473,-0.272165527,4
Criminal Investigation,Research Methods in Criminal Justice,0.222222222,-0.777777778,4
Criminal Investigation,U S Courts and the Criminal Justice System,0.333333333,-0.866025404,3
Criminal Investigation,"Women, Gender, and Justice",0.259597198,0.625,5
Criminal Investigation,World Civilization II,1,0,4
Criminal Justice Seminar,Criminal Law,0.770346102,0.181369063,5
Criminal Justice Seminar,Current Topics In Criminal Justice,1,0,4
Criminal Justice Seminar,Elementary Statistics,0.666666667,0.333333333,4
Criminal Justice Seminar,"Ethnicity, Race and Crime",0,1,3
Criminal Justice Seminar,Fitness Assessment and Management,0.043924953,0.888523317,5
Criminal Justice Seminar,Foundations of Corrections,0.832953157,0.131578947,5
Criminal Justice Seminar,Foundations of Interviewing,0.333333333,0.866025404,3
Criminal Justice Seminar,Foundations of Policing,0.279409258,-0.605263158,5
Criminal Justice Seminar,General Psychology,0.367544468,0.632455532,4
Criminal Justice Seminar,Global Business,0.944444444,-0.055555556,4
Criminal Justice Seminar,Introduction to Criminal Justice,0.944444444,0.055555556,4
Criminal Justice Seminar,Introduction to Philosophy,1,0,3
Criminal Justice Seminar,Introduction to Programming,0.253080425,0.631578947,5
Criminal Justice Seminar,Juvenile Justice,0,1,3
Criminal Justice Seminar,Leadership and Management,0.362245481,0.526315789,5
Criminal Justice Seminar,Object-Oriented Programming and Data Structures I,0.333333333,0.866025404,3
Criminal Justice Seminar,Planet Earth,0.6,-0.4,4
Criminal Justice Seminar,Precalculus,0.333333333,0.866025404,3
Criminal Justice Seminar,Principles of Macroeconomics,0.333333333,-0.866025404,3
Criminal Justice Seminar,Programming in C++,0.639941616,0.286769667,5
Criminal Justice Seminar,Research Methods in Criminal Justice,0.367544468,0.632455532,4
Criminal Justice Seminar,Technical Writing,1,0,3
Criminal Justice Seminar,U S Courts and the Criminal Justice System,0.666666667,-0.5,3
Criminal Justice Seminar,"Women, Gender, and Justice",0.794362788,0.162221421,5
Criminal Justice Seminar,World Civilization II,0,-1,3
Criminal Law,Criminology,0,1,3
Criminal Law,Current Topics In Criminal Justice,0.8412605,-0.125,5
Criminal Law,Elementary Statistics,0.253757542,0.630893268,5
Criminal Law,"Ethnicity, Race and Crime",0.111111111,0.888888889,4
Criminal Law,Fitness Assessment and Management,0.323940831,0.489897949,6
Criminal Law,Foundations of Corrections,0.720384167,0.188648444,6
Criminal Law,Foundations of Interviewing,0.222222222,0.777777778,4
Criminal Law,Foundations of Policing,0.74527416,-0.171498585,6
Criminal Law,General Psychology,0.10183797,0.802955069,5
Criminal Law,Global Business,0.455668946,0.544331054,4
Criminal Law,Introduction to American Government,0.666666667,-0.5,3
Criminal Law,Introduction to Criminal Justice,0.046661882,0.883883476,5
Criminal Law,Introduction to Philosophy,0.455668946,-0.544331054,4
Criminal Law,Introduction to Programming,0.46090933,0.377296887,6
Criminal Law,Introduction to Sociology,0,1,3
Criminal Law,Juvenile Justice,1,0,4
Criminal Law,Leadership and Management,0.375482858,0.445896321,6
Criminal Law,Microcomputer Applications,0.333333333,0.866025404,3
Criminal Law,Music Appreciation,0.727834473,0.272165527,4
Criminal Law,Planet Earth,0.312036357,0.573539335,5
Criminal Law,Police Administration,0,1,3
Criminal Law,Principles of Macroeconomics,1,0,3
Criminal Law,Principles of Microeconomics,1,0,3
Criminal Law,Programming in C++,0.510140203,0.395284708,5
Criminal Law,Research Methods in Criminal Justice,0.570656465,0.344123601,5
Criminal Law,U S Courts and the Criminal Justice System,0.333333333,-0.866025404,3
Criminal Law,"Women, Gender, and Justice",0.156069083,0.657267069,6
Criminal Law,World Civilization II,1,0,4
Criminology,Elementary Statistics,0.333333333,0.866025404,3
Criminology,Fitness Assessment and Management,0.666666667,0.5,3
Criminology,Foundations of Corrections,0.333333333,0.866025404,3
Criminology,Foundations of Policing,0,1,3
Criminology,General Psychology,0.333333333,0.866025404,3
Criminology,Introduction to Criminal Justice,0.333333333,0.866025404,3
Criminology,Introduction to Programming,1,0,3
Criminology,Leadership and Management,0.333333333,0.866025404,3
Criminology,Research Methods in Criminal Justice,0.333333333,0.866025404,3
Criminology,"Women, Gender, and Justice",0.666666667,0.5,3
Cultural Anthropology,Data Communications and Computer Networks,0.666666667,0.5,3
Cultural Anthropology,Database Design and Implementation,1,0,3
Cultural Anthropology,Discrete Mathematics,1,0,3
Cultural Anthropology,Engineering Success Skills,0.6,-0.4,4
Cultural Anthropology,Fitness Assessment and Management,0.559404344,-0.353553391,5
Cultural Anthropology,Introduction to Engineering Projects,0,1,3
Cultural Anthropology,Introduction to Software Engineering,0.683772234,-0.316227766,4
Cultural Anthropology,Leadership and Management,0.225403331,0.774596669,4
Cultural Anthropology,Object Oriented Analysis and Design,0.333333333,0.866025404,3
Cultural Anthropology,Object-Oriented Programming and Data Structures I,0.683772234,-0.316227766,4
Cultural Anthropology,Object-Oriented Programming and Data Structures II,0.666666667,0.5,3
Cultural Anthropology,Oral Communication for Professionals,0.367544468,0.632455532,4
Cultural Anthropology,Precalculus,0,1,3
Cultural Anthropology,Principles of Microeconomics,0.367544468,-0.632455532,4
Cultural Anthropology,Programming in C++,0.804828817,0.153896753,5
Cultural Anthropology,Programming in VB.NET,0.333333333,0.866025404,3
Cultural Anthropology,Programming Language Structures,1,0,3
Cultural Anthropology,Technical Writing,1,0,4
Cultural Anthropology,Windows Programming,1,0,3
Cultural Anthropology,World Civilization II,0.666666667,0.5,3
Current Topics In Criminal Justice,Elementary Statistics,0.5,0.5,4
Current Topics In Criminal Justice,"Ethnicity, Race and Crime",1,0,4
Current Topics In Criminal Justice,Fitness Assessment and Management,1,0,6
Current Topics In Criminal Justice,Foundations of Corrections,0.436997621,0.458831468,5
Current Topics In Criminal Justice,Foundations of Interviewing,0.74180111,0.25819889,4
Current Topics In Criminal Justice,Foundations of Policing,0.798399319,0.135224681,6
Current Topics In Criminal Justice,General Psychology,0.166666667,-0.833333333,4
Current Topics In Criminal Justice,Global Business,0,-1,3
Current Topics In Criminal Justice,Introduction to Criminal Justice,1,0,5
Current Topics In Criminal Justice,Introduction to Philosophy,0.666666667,-0.5,3
Current Topics In Criminal Justice,Introduction to Programming,0.040519326,0.894427191,5
Current Topics In Criminal Justice,Introduction to Sociology,1,0,3
Current Topics In Criminal Justice,Juvenile Justice,1,0,4
Current Topics In Criminal Justice,Leadership and Management,0.207764808,-0.600245048,6
Current Topics In Criminal Justice,Music Appreciation,0.183503419,0.816496581,4
Current Topics In Criminal Justice,Object-Oriented Programming and Data Structures I,0.333333333,-0.866025404,3
Current Topics In Criminal Justice,Planet Earth,0.764126059,0.186338998,5
Current Topics In Criminal Justice,Police Administration,1,0,3
Current Topics In Criminal Justice,Principles of Macroeconomics,0.333333333,-0.866025404,3
Current Topics In Criminal Justice,Principles of Microeconomics,0.666666667,-0.5,3
Current Topics In Criminal Justice,Programming in C++,0.272228401,-0.612372436,5
Current Topics In Criminal Justice,Research Methods in Criminal Justice,0.5,-0.5,4
Current Topics In Criminal Justice,Technical Writing,0.666666667,-0.5,3
Current Topics In Criminal Justice,"Women, Gender, and Justice",0.259597198,0.625,5
Current Topics In Criminal Justice,World Civilization I,0,1,3
Current Topics In Criminal Justice,World Civilization II,1,0,4
Data Communications and Computer Networks,Database Design and Implementation,1.08E-22,0.514570934,315
Data Communications and Computer Networks,Differential Equations I,3.77E-06,0.472738962,87
Data Communications and Computer Networks,Discrete Mathematics,1.01E-20,0.516737252,283
Data Communications and Computer Networks,Drawing I: Basic Drawing,0.166666667,0.833333333,4
Data Communications and Computer Networks,East Asian Art,0.668845465,-0.263157895,5
Data Communications and Computer Networks,E-Commerce and E-Marketing in Today's World,0.603529136,0.240429078,7
Data Communications and Computer Networks,Educational Media Theory,0.666666667,0.5,3
Data Communications and Computer Networks,Electrical Engineering Projects and Tools,0.001451329,0.230031575,189
Data Communications and Computer Networks,Elementary Algebra,0,1,4
Data Communications and Computer Networks,Elementary French,0.333333333,-0.866025404,3
Data Communications and Computer Networks,Elementary German,0.020602176,0.479494224,23
Data Communications and Computer Networks,Elementary Spanish,0.01686128,0.473308653,25
Data Communications and Computer Networks,Elementary Statistics,0.001361798,0.414150808,57
Data Communications and Computer Networks,Engineering Computer Graphics,0.594426454,0.171336104,12
Data Communications and Computer Networks,Engineering Economy,1,0,5
Data Communications and Computer Networks,Engineering Management,0.132451934,0.626195572,7
Data Communications and Computer Networks,Engineering Mechanics-Dynamics,0.93287324,0.044781108,6
Data Communications and Computer Networks,Engineering Mechanics-Statics,0.116945425,0.382759795,18
Data Communications and Computer Networks,Engineering Modeling and Design,0.495169931,0.199019595,14
Data Communications and Computer Networks,Engineering Success Skills,1.69E-08,0.347330989,250
Data Communications and Computer Networks,Environmental Conservation,0.001321301,0.812452201,12
Data Communications and Computer Networks,Essentials of Anatomy and Physiology,0.058341957,0.441656569,19
Data Communications and Computer Networks,Ethics,0.846133663,-0.102941176,6
Data Communications and Computer Networks,Ethnic and Gender Equity in Education,0.041783556,-0.892217816,5
Data Communications and Computer Networks,"Ethnicity, Race and Crime",0.333333333,0.866025404,3
Data Communications and Computer Networks,Fiction Writing,0.422649731,0.577350269,4
Data Communications and Computer Networks,Financial Accounting,4.22E-05,0.401281334,98
Data Communications and Computer Networks,Finite Mathematics with Applications,0.002572716,0.409510757,52
Data Communications and Computer Networks,Fitness Assessment and Management,2.66E-05,0.230039384,327
Data Communications and Computer Networks,Fundamentals of English,0.490113147,-0.412478956,5
Data Communications and Computer Networks,Gender and Society,0.428187763,0.403029968,6
Data Communications and Computer Networks,General Botany,0.139901754,0.617065013,7
Data Communications and Computer Networks,General Chemistry I,0.000659533,0.613892344,27
Data Communications and Computer Networks,General Chemistry II,0.242579983,0.384799185,11
Data Communications and Computer Networks,General Physics I,5.63E-09,0.439142695,161
Data Communications and Computer Networks,General Physics I Lab,0.5,-0.5,4
Data Communications and Computer Networks,General Physics II,2.86E-10,0.493438551,145
Data Communications and Computer Networks,General Psychology,1.91E-06,0.396651276,135
Data Communications and Computer Networks,Global Business,0.006057269,0.240438904,129
Data Communications and Computer Networks,History of Rock and Roll,0.597076416,0.154857626,14
Data Communications and Computer Networks,History of the United States since 1877,0.048284717,0.283620886,49
Data Communications and Computer Networks,History of the United States to 1877,0.159310684,0.296604368,24
Data Communications and Computer Networks,Human Behavior in the Social Environment,0.5,0.5,4
Data Communications and Computer Networks,Human Factors Engineering,0.054526812,0.745283019,7
Data Communications and Computer Networks,Human Resource Management,0.001093989,0.344275689,87
Data Communications and Computer Networks,Intermediate Accounting I,0.051316702,0.948683298,4
Data Communications and Computer Networks,Intermediate Algebra,0.022196136,0.455295375,25
Data Communications and Computer Networks,Intermediate Software Engineering,2.88E-16,0.532561859,203
Data Communications and Computer Networks,Intermediate Spanish,0.915974241,0.038468652,10
Data Communications and Computer Networks,International Cinema,0.333333333,-0.866025404,3
Data Communications and Computer Networks,International Relations,0.148740863,0.303953189,24
Data Communications and Computer Networks,Interpersonal Communication,0.002863103,0.604842866,22
Data Communications and Computer Networks,Interpretation of Business and Economic Data,0.028302229,0.516199908,18
Data Communications and Computer Networks,Introduction to American Government,0.076701138,0.29063131,38
Data Communications and Computer Networks,Introduction to Anthropology,0.866222705,-0.105263158,5
Data Communications and Computer Networks,Introduction to College Life,0.605364502,0.100111062,29
Data Communications and Computer Networks,Introduction to Computer Security,0.000115325,0.302890582,157
Data Communications and Computer Networks,Introduction to Creative Writing,0.794895488,-0.121716124,7
Data Communications and Computer Networks,Introduction to Criminal Justice,0.593870165,0.163352932,13
Data Communications and Computer Networks,Introduction to Education,0.165370396,0.72547625,5
Data Communications and Computer Networks,Introduction to Engineering Projects,3.88E-08,0.37057833,207
Data Communications and Computer Networks,Introduction to Ethnic Studies,0.444440258,0.160151261,25
Data Communications and Computer Networks,Introduction to Experimental Psychology,0.367544468,0.632455532,4
Data Communications and Computer Networks,Introduction to Film,0.166666667,-0.833333333,4
Data Communications and Computer Networks,Introduction to Gay Studies,0.106509935,0.720157935,6
Data Communications and Computer Networks,Introduction to Human Geography,0.508602678,0.185258178,15
Data Communications and Computer Networks,Introduction to Japanese I,0.057668886,0.866025404,5
Data Communications and Computer Networks,Introduction to Japanese II,0.666666667,0.5,3
Data Communications and Computer Networks,Introduction to Literature,0.367544468,-0.632455532,4
Data Communications and Computer Networks,Introduction to Marketing,4.62E-05,0.383222537,107
Data Communications and Computer Networks,Introduction to Mass Media,0.441656754,0.187676003,19
Data Communications and Computer Networks,Introduction to Microprocessors,0.000134216,0.364136815,105
Data Communications and Computer Networks,Introduction to Philosophy,7.57E-07,0.427035122,124
Data Communications and Computer Networks,Introduction to Politics,0.308115252,0.185989695,32
Data Communications and Computer Networks,Introduction to Programming,0.003101366,0.334943143,76
Data Communications and Computer Networks,Introduction to Sociology,0.001262929,0.439195273,51
Data Communications and Computer Networks,Introduction to Software Engineering,6.35E-24,0.53514569,304
Data Communications and Computer Networks,Introduction to the Hebrew Scriptures,0.318060148,0.495073771,6
Data Communications and Computer Networks,Introduction to the New Testament,0.770346102,0.181369063,5
Data Communications and Computer Networks,Introduction to the Theatre,0.029517944,0.404506117,29
Data Communications and Computer Networks,Introduction to Women & Gender Studies,0.105161019,0.363624974,21
Data Communications and Computer Networks,Introductory Astronomy Lab,0.053655073,0.426813549,21
Data Communications and Computer Networks,Introductory Astronomy:Stars and Galaxies,0.002463384,0.624753659,21
Data Communications and Computer Networks,Introductory Chemistry,0.029892912,0.560104549,15
Data Communications and Computer Networks,Introductory Physics I,0.592117328,-0.22501758,8
Data Communications and Computer Networks,Jogging/Walking,0.269363277,0.174385414,42
Data Communications and Computer Networks,Language and Culture,0.167680336,0.585009801,7
Data Communications and Computer Networks,Leadership and Management,1.95E-11,0.353372648,340
Data Communications and Computer Networks,Liberal Arts & Education Short Term International Experience,0.894590745,-0.105409255,4
Data Communications and Computer Networks,Linear Algebra,9.71E-14,0.611164766,121
Data Communications and Computer Networks,Logic and Digital Design,1.22E-07,0.426393225,142
Data Communications and Computer Networks,Management Accounting,0.010358649,0.302452596,71
Data Communications and Computer Networks,"Management, Gender & Race",4.74E-05,0.352809456,127
Data Communications and Computer Networks,Mathematics of Finance,1,0,4
Data Communications and Computer Networks,Mechanics of Materials,0,-1,3
Data Communications and Computer Networks,Media Technologies I (Image Manipulation),1,0,5
Data Communications and Computer Networks,Media Technologies III (Web),0.510140203,-0.395284708,5
Data Communications and Computer Networks,Medieval Europe,0.183503419,-0.816496581,4
Data Communications and Computer Networks,Microcomputer Applications,0.643846789,-0.141869361,13
Data Communications and Computer Networks,Microsoft Excel for Business,0.559404344,0.353553391,5
Data Communications and Computer Networks,Minority Women Writers of the United States,0.093906447,0.529513565,11
Data Communications and Computer Networks,Modern Latin American History,0.333333333,-0.866025404,3
Data Communications and Computer Networks,Modern Physics,0.454419398,0.382352941,6
Data Communications and Computer Networks,Music Appreciation,0.001182563,0.223895074,207
Data Communications and Computer Networks,Music Theory I: Music Theory Fundamentals with MIDI,0.76429774,-0.23570226,4
Data Communications and Computer Networks,Native American Art,0.907535554,0.06172134,6
Data Communications and Computer Networks,Numerical Analysis,0.017767248,0.621057582,14
Data Communications and Computer Networks,Object Oriented Analysis and Design,8.41E-29,0.596044443,285
Data Communications and Computer Networks,Object-Oriented Programming and Data Structures I,2.78E-22,0.489233904,347
Data Communications and Computer Networks,Object-Oriented Programming and Data Structures II,1.11E-31,0.599867331,310
Data Communications and Computer Networks,Operations Management,0.000291166,0.805326847,15
Data Communications and Computer Networks,Operations Research I,0.918047817,-0.043763678,8
Data Communications and Computer Networks,Oral Communication for Professionals,1.05E-07,0.321897268,261
Data Communications and Computer Networks,Organic Chemistry Lecture,0.666666667,-0.5,3
Data Communications and Computer Networks,Organizational Behavior,0.256173748,0.167142322,48
Data Communications and Computer Networks,Origins of Western Philosophy,0.014379534,0.947368421,5
Data Communications and Computer Networks,Painting I: Beginning Painting,1,0,4
Data Communications and Computer Networks,Personal Conditioning,0.021566916,0.381821179,36
Data Communications and Computer Networks,Personal Financial Planning,0.634460132,0.071992741,46
Data Communications and Computer Networks,Personal Fitness,0.165370396,0.72547625,5
Data Communications and Computer Networks,Philosophy in the Modern World,0.666666667,0.5,3
Data Communications and Computer Networks,Philosophy of Religion,0.770811084,0.154010276,6
Data Communications and Computer Networks,Physical Geology,0.00040629,0.714011873,20
Data Communications and Computer Networks,Physical Science,0.142468471,0.498535809,10
Data Communications and Computer Networks,Piano Techniques - First Semester,0.924455534,-0.04454354,7
Data Communications and Computer Networks,Planet Earth,2.94E-06,0.364270511,156
Data Communications and Computer Networks,Political Theory,0.051316702,0.948683298,4
Data Communications and Computer Networks,Precalculus,0.016335086,0.26944955,79
Data Communications and Computer Networks,Principles and Applications of Project Management,0.796722389,0.136363636,6
Data Communications and Computer Networks,Principles of Macroeconomics,5.71E-11,0.449121926,193
Data Communications and Computer Networks,Principles of Microeconomics,7.19E-12,0.483382427,179
Data Communications and Computer Networks,Principles of Physics,0.335823214,0.210151052,23
Data Communications and Computer Networks,Programming in C++,1.29E-17,0.459718409,310
Data Communications and Computer Networks,Programming in COBOL,5.52E-08,0.446916305,135
